year,state_norm,district_norm,metric,value,state,district
2020,d n haveli and daman diu,d n haveli,women,56.0,D&N Haveli and Daman & Diu,D&N Haveli
2020,d n haveli and daman diu,daman,children,38.0,D&N Haveli and Daman & Diu,Daman
2020,d n haveli and daman diu,daman,cyber,5.0,D&N Haveli and Daman & Diu,Daman
2020,d n haveli and daman diu,daman,ipc,171.0,D&N Haveli and Daman & Diu,Daman
2020,d n haveli and daman diu,daman,sll,26.0,D&N Haveli and Daman & Diu,Daman
2020,d n haveli and daman diu,daman,women,40.0,D&N Haveli and Daman & Diu,Daman
2020,d n haveli and daman diu,diu,children,3.0,D&N Haveli and Daman & Diu,Diu
2020,d n haveli and daman diu,diu,cyber,0.0,D&N Haveli and Daman & Diu,Diu
2020,d n haveli and daman diu,diu,ipc,37.0,D&N Haveli and Daman & Diu,Diu
2020,d n haveli and daman diu,diu,sll,6.0,D&N Haveli and Daman & Diu,Diu
2020,d n haveli and daman diu,diu,women,3.0,D&N Haveli and Daman & Diu,Diu
2020,d n haveli and daman diu,total districts,children,104.0,D&N Haveli and Daman & Diu,Total Districts
2020,d n haveli and daman diu,total districts,cyber,5.0,D&N Haveli and Daman & Diu,Total Districts
2020,d n haveli and daman diu,total districts,ipc,490.0,D&N Haveli and Daman & Diu,Total Districts
2020,d n haveli and daman diu,total districts,sll,89.0,D&N Haveli and Daman & Diu,Total Districts
2020,d n haveli and daman diu,total districts,women,99.0,D&N Haveli and Daman & Diu,Total Districts
2020,delhi,central,children,284.0,Delhi,Central
2020,delhi,central,cyber,14.0,Delhi,Central
2020,delhi,central,ipc,14714.0,Delhi,Central
2020,delhi,central,sll,588.0,Delhi,Central
2020,delhi,central,women,645.0,Delhi,Central
2020,delhi,crime branch,children,1.0,Delhi,Crime Branch
2020,delhi,crime branch,cyber,8.0,Delhi,Crime Branch
2020,delhi,crime branch,ipc,115.0,Delhi,Crime Branch
2020,delhi,crime branch,sll,126.0,Delhi,Crime Branch
2020,delhi,crime branch,women,3.0,Delhi,Crime Branch
2020,delhi,dwarka,children,639.0,Delhi,Dwarka
2020,delhi,dwarka,cyber,40.0,Delhi,Dwarka
2020,delhi,dwarka,ipc,22163.0,Delhi,Dwarka
2020,delhi,dwarka,sll,1024.0,Delhi,Dwarka
2020,delhi,dwarka,women,1785.0,Delhi,Dwarka
2020,delhi,east,children,439.0,Delhi,East
2020,delhi,east,cyber,16.0,Delhi,East
2020,delhi,east,ipc,20799.0,Delhi,East
2020,delhi,east,sll,562.0,Delhi,East
2020,delhi,east,women,801.0,Delhi,East
2020,delhi,eow,children,0.0,Delhi,EOW
2020,delhi,eow,cyber,1.0,Delhi,EOW
2020,delhi,eow,ipc,203.0,Delhi,EOW
2020,delhi,eow,sll,3.0,Delhi,EOW
2020,delhi,eow,women,0.0,Delhi,EOW
2020,delhi,igi airport,children,0.0,Delhi,IGI Airport
2020,delhi,igi airport,cyber,0.0,Delhi,IGI Airport
2020,delhi,igi airport,ipc,409.0,Delhi,IGI Airport
2020,delhi,igi airport,sll,171.0,Delhi,IGI Airport
2020,delhi,igi airport,women,11.0,Delhi,IGI Airport
2020,delhi,metro,children,0.0,Delhi,Metro
2020,delhi,metro,cyber,0.0,Delhi,Metro
2020,delhi,metro,ipc,2738.0,Delhi,Metro
2020,delhi,metro,sll,18.0,Delhi,Metro
2020,delhi,metro,women,10.0,Delhi,Metro
2020,delhi,new delhi,children,46.0,Delhi,New Delhi
2020,delhi,new delhi,cyber,10.0,Delhi,New Delhi
2020,delhi,new delhi,ipc,2787.0,Delhi,New Delhi
2020,delhi,new delhi,sll,49.0,Delhi,New Delhi
2020,delhi,new delhi,women,89.0,Delhi,New Delhi
2020,delhi,north,children,280.0,Delhi,North
2020,delhi,north,cyber,38.0,Delhi,North
2020,delhi,north,ipc,21514.0,Delhi,North
2020,delhi,north,sll,665.0,Delhi,North
2020,delhi,north,women,742.0,Delhi,North
2020,delhi,north east,children,674.0,Delhi,North-East
2020,delhi,north east,cyber,26.0,Delhi,North-East
2020,delhi,north east,ipc,26388.0,Delhi,North-East
2020,delhi,north east,sll,1519.0,Delhi,North-East
2020,delhi,north east,women,1195.0,Delhi,North-East
2020,delhi,north west,children,472.0,Delhi,North-West
2020,delhi,north west,cyber,14.0,Delhi,North-West
2020,delhi,north west,ipc,27939.0,Delhi,North-West
2020,delhi,north west,sll,1054.0,Delhi,North-West
2020,delhi,north west,women,895.0,Delhi,North-West
2020,delhi,outer,children,663.0,Delhi,Outer
2020,delhi,outer,cyber,13.0,Delhi,Outer
2020,delhi,outer,ipc,24390.0,Delhi,Outer
2020,delhi,outer,sll,1491.0,Delhi,Outer
2020,delhi,outer,women,984.0,Delhi,Outer
2020,delhi,outer north,children,815.0,Delhi,Outer North
2020,delhi,outer north,cyber,16.0,Delhi,Outer North
2020,delhi,outer north,ipc,14799.0,Delhi,Outer North
2020,delhi,outer north,sll,1287.0,Delhi,Outer North
2020,delhi,outer north,women,1038.0,Delhi,Outer North
2020,delhi,railway,children,16.0,Delhi,RAILWAY
2020,delhi,railway,cyber,0.0,Delhi,RAILWAY
2020,delhi,railway,ipc,2294.0,Delhi,RAILWAY
2020,delhi,railway,sll,38.0,Delhi,RAILWAY
2020,delhi,railway,women,9.0,Delhi,RAILWAY
2020,delhi,rohini,children,532.0,Delhi,Rohini
2020,delhi,rohini,cyber,16.0,Delhi,Rohini
2020,delhi,rohini,ipc,17617.0,Delhi,Rohini
2020,delhi,rohini,sll,697.0,Delhi,Rohini
2020,delhi,rohini,women,1042.0,Delhi,Rohini
2020,delhi,shahdara,children,326.0,Delhi,Shahdara
2020,delhi,shahdara,cyber,23.0,Delhi,Shahdara
2020,delhi,shahdara,ipc,16797.0,Delhi,Shahdara
2020,delhi,shahdara,sll,652.0,Delhi,Shahdara
2020,delhi,shahdara,women,857.0,Delhi,Shahdara
2020,delhi,south,children,436.0,Delhi,South
2020,delhi,south,cyber,19.0,Delhi,South
2020,delhi,south,ipc,17790.0,Delhi,South
2020,delhi,south,sll,1233.0,Delhi,South
2020,delhi,south,women,982.0,Delhi,South
2020,delhi,south east,children,656.0,Delhi,South-East
2020,delhi,south east,cyber,37.0,Delhi,South-East
2020,delhi,south east,ipc,21104.0,Delhi,South-East
2020,delhi,south east,sll,1064.0,Delhi,South-East
2020,delhi,south east,women,1238.0,Delhi,South-East
2020,delhi,south west,children,413.0,Delhi,South-West
2020,delhi,south west,cyber,26.0,Delhi,South-West
2020,delhi,south west,ipc,13719.0,Delhi,South-West
2020,delhi,south west,sll,792.0,Delhi,South-West
2020,delhi,south west,women,766.0,Delhi,South-West
2020,delhi,spl cell,children,2.0,Delhi,Spl Cell
2020,delhi,spl cell,cyber,25.0,Delhi,Spl Cell
2020,delhi,spl cell,ipc,182.0,Delhi,Spl Cell
2020,delhi,spl cell,sll,113.0,Delhi,Spl Cell
2020,delhi,spl cell,women,10.0,Delhi,Spl Cell
2020,delhi,spuwac,children,0.0,Delhi,SPUWAC
2020,delhi,spuwac,cyber,0.0,Delhi,SPUWAC
2020,delhi,spuwac,ipc,62.0,Delhi,SPUWAC
2020,delhi,spuwac,sll,0.0,Delhi,SPUWAC
2020,delhi,spuwac,women,62.0,Delhi,SPUWAC
2020,delhi,total districts,children,7118.0,Delhi,Total Districts
2020,delhi,total districts,cyber,356.0,Delhi,Total Districts
2020,delhi,total districts,ipc,291904.0,Delhi,Total Districts
2020,delhi,total districts,sll,14485.0,Delhi,Total Districts
2020,delhi,total districts,women,14277.0,Delhi,Total Districts
2020,delhi,vigilance,children,0.0,Delhi,Vigilance
2020,delhi,vigilance,cyber,0.0,Delhi,Vigilance
2020,delhi,vigilance,ipc,0.0,Delhi,Vigilance
2020,delhi,vigilance,sll,0.0,Delhi,Vigilance
2020,delhi,vigilance,women,0.0,Delhi,Vigilance
2020,delhi,west,children,424.0,Delhi,West
2020,delhi,west,cyber,14.0,Delhi,West
2020,delhi,west,ipc,23381.0,Delhi,West
2020,delhi,west,sll,1339.0,Delhi,West
2020,delhi,west,women,1113.0,Delhi,West
2020,goa,cid,children,6.0,Goa,CID
2020,goa,cid,cyber,21.0,Goa,CID
2020,goa,cid,ipc,75.0,Goa,CID
2020,goa,cid,sll,151.0,Goa,CID
2020,goa,cid,women,15.0,Goa,CID
2020,goa,north goa,children,98.0,Goa,North Goa
2020,goa,north goa,cyber,7.0,Goa,North Goa
2020,goa,north goa,ipc,1260.0,Goa,North Goa
2020,goa,north goa,sll,350.0,Goa,North Goa
2020,goa,north goa,women,129.0,Goa,North Goa
2020,goa,south goa,children,47.0,Goa,South Goa
2020,goa,south goa,cyber,8.0,Goa,South Goa
2020,goa,south goa,ipc,764.0,Goa,South Goa
2020,goa,south goa,sll,391.0,Goa,South Goa
2020,goa,south goa,women,80.0,Goa,South Goa
2020,goa,total districts,children,151.0,Goa,Total Districts
2020,goa,total districts,cyber,36.0,Goa,Total Districts
2020,goa,total districts,ipc,2099.0,Goa,Total Districts
2020,goa,total districts,sll,892.0,Goa,Total Districts
2020,goa,total districts,women,224.0,Goa,Total Districts
2020,gujarat,ahmedabad city,children,691.0,Gujarat,Ahmedabad City
2020,gujarat,ahmedabad city,cyber,447.0,Gujarat,Ahmedabad City
2020,gujarat,ahmedabad city,ipc,24665.0,Gujarat,Ahmedabad City
2020,gujarat,ahmedabad city,sll,71790.0,Gujarat,Ahmedabad City
2020,gujarat,ahmedabad city,women,1554.0,Gujarat,Ahmedabad City
2020,gujarat,ahmedabad rural,children,84.0,Gujarat,Ahmedabad Rural
2020,gujarat,ahmedabad rural,cyber,2.0,Gujarat,Ahmedabad Rural
2020,gujarat,ahmedabad rural,ipc,6643.0,Gujarat,Ahmedabad Rural
2020,gujarat,ahmedabad rural,sll,5376.0,Gujarat,Ahmedabad Rural
2020,gujarat,ahmedabad rural,women,125.0,Gujarat,Ahmedabad Rural
2020,gujarat,amreli,children,118.0,Gujarat,Amreli
2020,gujarat,amreli,cyber,17.0,Gujarat,Amreli
2020,gujarat,amreli,ipc,3285.0,Gujarat,Amreli
2020,gujarat,amreli,sll,15657.0,Gujarat,Amreli
2020,gujarat,amreli,women,186.0,Gujarat,Amreli
2020,gujarat,anand,children,147.0,Gujarat,Anand
2020,gujarat,anand,cyber,39.0,Gujarat,Anand
2020,gujarat,anand,ipc,4993.0,Gujarat,Anand
2020,gujarat,anand,sll,7676.0,Gujarat,Anand
2020,gujarat,anand,women,189.0,Gujarat,Anand
2020,gujarat,arvalli,children,46.0,Gujarat,Arvalli
2020,gujarat,arvalli,cyber,2.0,Gujarat,Arvalli
2020,gujarat,arvalli,ipc,2826.0,Gujarat,Arvalli
2020,gujarat,arvalli,sll,3771.0,Gujarat,Arvalli
2020,gujarat,arvalli,women,98.0,Gujarat,Arvalli
2020,gujarat,banaskantha,children,125.0,Gujarat,Banaskantha
2020,gujarat,banaskantha,cyber,38.0,Gujarat,Banaskantha
2020,gujarat,banaskantha,ipc,6419.0,Gujarat,Banaskantha
2020,gujarat,banaskantha,sll,20013.0,Gujarat,Banaskantha
2020,gujarat,banaskantha,women,231.0,Gujarat,Banaskantha
2020,gujarat,bharuch,children,127.0,Gujarat,Bharuch
2020,gujarat,bharuch,cyber,33.0,Gujarat,Bharuch
2020,gujarat,bharuch,ipc,6206.0,Gujarat,Bharuch
2020,gujarat,bharuch,sll,27855.0,Gujarat,Bharuch
2020,gujarat,bharuch,women,186.0,Gujarat,Bharuch
2020,gujarat,bhavnagar,children,124.0,Gujarat,Bhavnagar
2020,gujarat,bhavnagar,cyber,21.0,Gujarat,Bhavnagar
2020,gujarat,bhavnagar,ipc,9669.0,Gujarat,Bhavnagar
2020,gujarat,bhavnagar,sll,15982.0,Gujarat,Bhavnagar
2020,gujarat,bhavnagar,women,241.0,Gujarat,Bhavnagar
2020,gujarat,botad,children,51.0,Gujarat,Botad
2020,gujarat,botad,cyber,5.0,Gujarat,Botad
2020,gujarat,botad,ipc,3176.0,Gujarat,Botad
2020,gujarat,botad,sll,4181.0,Gujarat,Botad
2020,gujarat,botad,women,64.0,Gujarat,Botad
2020,gujarat,chhotaudepur,children,118.0,Gujarat,Chhotaudepur
2020,gujarat,chhotaudepur,cyber,11.0,Gujarat,Chhotaudepur
2020,gujarat,chhotaudepur,ipc,2519.0,Gujarat,Chhotaudepur
2020,gujarat,chhotaudepur,sll,5587.0,Gujarat,Chhotaudepur
2020,gujarat,chhotaudepur,women,140.0,Gujarat,Chhotaudepur
2020,gujarat,cid crime,children,0.0,Gujarat,CID Crime
2020,gujarat,cid crime,cyber,17.0,Gujarat,CID Crime
2020,gujarat,cid crime,ipc,57.0,Gujarat,CID Crime
2020,gujarat,cid crime,sll,3.0,Gujarat,CID Crime
2020,gujarat,cid crime,women,0.0,Gujarat,CID Crime
2020,gujarat,cyber ahmedabad range,children,1.0,Gujarat,Cyber Ahmedabad Range
2020,gujarat,cyber ahmedabad range,cyber,69.0,Gujarat,Cyber Ahmedabad Range
2020,gujarat,cyber ahmedabad range,ipc,44.0,Gujarat,Cyber Ahmedabad Range
2020,gujarat,cyber ahmedabad range,sll,25.0,Gujarat,Cyber Ahmedabad Range
2020,gujarat,cyber ahmedabad range,women,7.0,Gujarat,Cyber Ahmedabad Range
2020,gujarat,cyber bhavnagar range,children,0.0,Gujarat,Cyber Bhavnagar Range
2020,gujarat,cyber bhavnagar range,cyber,10.0,Gujarat,Cyber Bhavnagar Range
2020,gujarat,cyber bhavnagar range,ipc,7.0,Gujarat,Cyber Bhavnagar Range
2020,gujarat,cyber bhavnagar range,sll,3.0,Gujarat,Cyber Bhavnagar Range
2020,gujarat,cyber bhavnagar range,women,0.0,Gujarat,Cyber Bhavnagar Range
2020,gujarat,cyber border range,children,0.0,Gujarat,Cyber Border Range
2020,gujarat,cyber border range,cyber,2.0,Gujarat,Cyber Border Range
2020,gujarat,cyber border range,ipc,2.0,Gujarat,Cyber Border Range
2020,gujarat,cyber border range,sll,0.0,Gujarat,Cyber Border Range
2020,gujarat,cyber border range,women,0.0,Gujarat,Cyber Border Range
2020,gujarat,cyber gandhinagar range,children,2.0,Gujarat,Cyber Gandhinagar Range
2020,gujarat,cyber gandhinagar range,cyber,12.0,Gujarat,Cyber Gandhinagar Range
2020,gujarat,cyber gandhinagar range,ipc,8.0,Gujarat,Cyber Gandhinagar Range
2020,gujarat,cyber gandhinagar range,sll,4.0,Gujarat,Cyber Gandhinagar Range
2020,gujarat,cyber gandhinagar range,women,1.0,Gujarat,Cyber Gandhinagar Range
2020,gujarat,cyber junagadh range,children,1.0,Gujarat,Cyber Junagadh Range
2020,gujarat,cyber junagadh range,cyber,107.0,Gujarat,Cyber Junagadh Range
2020,gujarat,cyber junagadh range,ipc,70.0,Gujarat,Cyber Junagadh Range
2020,gujarat,cyber junagadh range,sll,37.0,Gujarat,Cyber Junagadh Range
2020,gujarat,cyber junagadh range,women,1.0,Gujarat,Cyber Junagadh Range
2020,gujarat,cyber panchmahal range,children,0.0,Gujarat,Cyber Panchmahal Range
2020,gujarat,cyber panchmahal range,cyber,13.0,Gujarat,Cyber Panchmahal Range
2020,gujarat,cyber panchmahal range,ipc,13.0,Gujarat,Cyber Panchmahal Range
2020,gujarat,cyber panchmahal range,sll,0.0,Gujarat,Cyber Panchmahal Range
2020,gujarat,cyber panchmahal range,women,0.0,Gujarat,Cyber Panchmahal Range
2020,gujarat,cyber rajkot range,children,0.0,Gujarat,Cyber Rajkot Range
2020,gujarat,cyber rajkot range,cyber,1.0,Gujarat,Cyber Rajkot Range
2020,gujarat,cyber rajkot range,ipc,0.0,Gujarat,Cyber Rajkot Range
2020,gujarat,cyber rajkot range,sll,1.0,Gujarat,Cyber Rajkot Range
2020,gujarat,cyber rajkot range,women,0.0,Gujarat,Cyber Rajkot Range
2020,gujarat,cyber surat range,children,5.0,Gujarat,Cyber Surat Range
2020,gujarat,cyber surat range,cyber,8.0,Gujarat,Cyber Surat Range
2020,gujarat,cyber surat range,ipc,2.0,Gujarat,Cyber Surat Range
2020,gujarat,cyber surat range,sll,6.0,Gujarat,Cyber Surat Range
2020,gujarat,cyber surat range,women,0.0,Gujarat,Cyber Surat Range
2020,gujarat,cyber vadodara range,children,0.0,Gujarat,Cyber Vadodara Range
2020,gujarat,cyber vadodara range,cyber,2.0,Gujarat,Cyber Vadodara Range
2020,gujarat,cyber vadodara range,ipc,2.0,Gujarat,Cyber Vadodara Range
2020,gujarat,cyber vadodara range,sll,0.0,Gujarat,Cyber Vadodara Range
2020,gujarat,cyber vadodara range,women,0.0,Gujarat,Cyber Vadodara Range
2020,gujarat,dahod,children,158.0,Gujarat,Dahod
2020,gujarat,dahod,cyber,24.0,Gujarat,Dahod
2020,gujarat,dahod,ipc,4630.0,Gujarat,Dahod
2020,gujarat,dahod,sll,6863.0,Gujarat,Dahod
2020,gujarat,dahod,women,199.0,Gujarat,Dahod
2020,gujarat,dang,children,4.0,Gujarat,Dang
2020,gujarat,dang,cyber,0.0,Gujarat,Dang
2020,gujarat,dang,ipc,177.0,Gujarat,Dang
2020,gujarat,dang,sll,1541.0,Gujarat,Dang
2020,gujarat,dang,women,5.0,Gujarat,Dang
2020,gujarat,devbhumi dwarka,children,46.0,Gujarat,Devbhumi Dwarka
2020,gujarat,devbhumi dwarka,cyber,10.0,Gujarat,Devbhumi Dwarka
2020,gujarat,devbhumi dwarka,ipc,2542.0,Gujarat,Devbhumi Dwarka
2020,gujarat,devbhumi dwarka,sll,5805.0,Gujarat,Devbhumi Dwarka
2020,gujarat,devbhumi dwarka,women,86.0,Gujarat,Devbhumi Dwarka
2020,gujarat,gandhinagar,children,136.0,Gujarat,Gandhinagar
2020,gujarat,gandhinagar,cyber,39.0,Gujarat,Gandhinagar
2020,gujarat,gandhinagar,ipc,3538.0,Gujarat,Gandhinagar
2020,gujarat,gandhinagar,sll,4529.0,Gujarat,Gandhinagar
2020,gujarat,gandhinagar,women,169.0,Gujarat,Gandhinagar
2020,gujarat,gir somnath,children,43.0,Gujarat,Gir Somnath
2020,gujarat,gir somnath,cyber,1.0,Gujarat,Gir Somnath
2020,gujarat,gir somnath,ipc,1829.0,Gujarat,Gir Somnath
2020,gujarat,gir somnath,sll,5827.0,Gujarat,Gir Somnath
2020,gujarat,gir somnath,women,73.0,Gujarat,Gir Somnath
2020,gujarat,jamnagar,children,104.0,Gujarat,Jamnagar
2020,gujarat,jamnagar,cyber,8.0,Gujarat,Jamnagar
2020,gujarat,jamnagar,ipc,9219.0,Gujarat,Jamnagar
2020,gujarat,jamnagar,sll,8861.0,Gujarat,Jamnagar
2020,gujarat,jamnagar,women,127.0,Gujarat,Jamnagar
2020,gujarat,junagadh,children,81.0,Gujarat,Junagadh
2020,gujarat,junagadh,cyber,5.0,Gujarat,Junagadh
2020,gujarat,junagadh,ipc,2504.0,Gujarat,Junagadh
2020,gujarat,junagadh,sll,11506.0,Gujarat,Junagadh
2020,gujarat,junagadh,women,180.0,Gujarat,Junagadh
2020,gujarat,kachchh east,children,83.0,Gujarat,Kachchh East(G)
2020,gujarat,kachchh east,cyber,6.0,Gujarat,Kachchh East(G)
2020,gujarat,kachchh east,ipc,4963.0,Gujarat,Kachchh East(G)
2020,gujarat,kachchh east,sll,4257.0,Gujarat,Kachchh East(G)
2020,gujarat,kachchh east,women,152.0,Gujarat,Kachchh East(G)
2020,gujarat,kachchh west,children,103.0,Gujarat,Kachchh West(B)
2020,gujarat,kachchh west,cyber,8.0,Gujarat,Kachchh West(B)
2020,gujarat,kachchh west,ipc,6442.0,Gujarat,Kachchh West(B)
2020,gujarat,kachchh west,sll,9444.0,Gujarat,Kachchh West(B)
2020,gujarat,kachchh west,women,179.0,Gujarat,Kachchh West(B)
2020,gujarat,kheda,children,89.0,Gujarat,Kheda
2020,gujarat,kheda,cyber,8.0,Gujarat,Kheda
2020,gujarat,kheda,ipc,4734.0,Gujarat,Kheda
2020,gujarat,kheda,sll,6320.0,Gujarat,Kheda
2020,gujarat,kheda,women,180.0,Gujarat,Kheda
2020,gujarat,mahisagar,children,74.0,Gujarat,Mahisagar
2020,gujarat,mahisagar,cyber,2.0,Gujarat,Mahisagar
2020,gujarat,mahisagar,ipc,2919.0,Gujarat,Mahisagar
2020,gujarat,mahisagar,sll,3804.0,Gujarat,Mahisagar
2020,gujarat,mahisagar,women,93.0,Gujarat,Mahisagar
2020,gujarat,mehsana,children,133.0,Gujarat,Mehsana
2020,gujarat,mehsana,cyber,8.0,Gujarat,Mehsana
2020,gujarat,mehsana,ipc,5943.0,Gujarat,Mehsana
2020,gujarat,mehsana,sll,11687.0,Gujarat,Mehsana
2020,gujarat,mehsana,women,200.0,Gujarat,Mehsana
2020,gujarat,morbi,children,71.0,Gujarat,Morbi
2020,gujarat,morbi,cyber,0.0,Gujarat,Morbi
2020,gujarat,morbi,ipc,6480.0,Gujarat,Morbi
2020,gujarat,morbi,sll,6397.0,Gujarat,Morbi
2020,gujarat,morbi,women,84.0,Gujarat,Morbi
2020,gujarat,narmada,children,55.0,Gujarat,Narmada
2020,gujarat,narmada,cyber,7.0,Gujarat,Narmada
2020,gujarat,narmada,ipc,1311.0,Gujarat,Narmada
2020,gujarat,narmada,sll,3721.0,Gujarat,Narmada
2020,gujarat,narmada,women,72.0,Gujarat,Narmada
2020,gujarat,navsari,children,36.0,Gujarat,Navsari
2020,gujarat,navsari,cyber,7.0,Gujarat,Navsari
2020,gujarat,navsari,ipc,11481.0,Gujarat,Navsari
2020,gujarat,navsari,sll,14272.0,Gujarat,Navsari
2020,gujarat,navsari,women,42.0,Gujarat,Navsari
2020,gujarat,panchmahal,children,76.0,Gujarat,Panchmahal
2020,gujarat,panchmahal,cyber,5.0,Gujarat,Panchmahal
2020,gujarat,panchmahal,ipc,4916.0,Gujarat,Panchmahal
2020,gujarat,panchmahal,sll,7460.0,Gujarat,Panchmahal
2020,gujarat,panchmahal,women,189.0,Gujarat,Panchmahal
2020,gujarat,patan,children,83.0,Gujarat,Patan
2020,gujarat,patan,cyber,22.0,Gujarat,Patan
2020,gujarat,patan,ipc,5741.0,Gujarat,Patan
2020,gujarat,patan,sll,11075.0,Gujarat,Patan
2020,gujarat,patan,women,151.0,Gujarat,Patan
2020,gujarat,porbandar,children,31.0,Gujarat,Porbandar
2020,gujarat,porbandar,cyber,1.0,Gujarat,Porbandar
2020,gujarat,porbandar,ipc,682.0,Gujarat,Porbandar
2020,gujarat,porbandar,sll,5680.0,Gujarat,Porbandar
2020,gujarat,porbandar,women,38.0,Gujarat,Porbandar
2020,gujarat,rajkot city,children,128.0,Gujarat,Rajkot City
2020,gujarat,rajkot city,cyber,31.0,Gujarat,Rajkot City
2020,gujarat,rajkot city,ipc,32104.0,Gujarat,Rajkot City
2020,gujarat,rajkot city,sll,10649.0,Gujarat,Rajkot City
2020,gujarat,rajkot city,women,242.0,Gujarat,Rajkot City
2020,gujarat,rajkot rural,children,125.0,Gujarat,Rajkot Rural
2020,gujarat,rajkot rural,cyber,10.0,Gujarat,Rajkot Rural
2020,gujarat,rajkot rural,ipc,9740.0,Gujarat,Rajkot Rural
2020,gujarat,rajkot rural,sll,8630.0,Gujarat,Rajkot Rural
2020,gujarat,rajkot rural,women,209.0,Gujarat,Rajkot Rural
2020,gujarat,sabarkantha,children,126.0,Gujarat,Sabarkantha
2020,gujarat,sabarkantha,cyber,47.0,Gujarat,Sabarkantha
2020,gujarat,sabarkantha,ipc,3919.0,Gujarat,Sabarkantha
2020,gujarat,sabarkantha,sll,15942.0,Gujarat,Sabarkantha
2020,gujarat,sabarkantha,women,209.0,Gujarat,Sabarkantha
2020,gujarat,surat city,children,479.0,Gujarat,Surat City
2020,gujarat,surat city,cyber,296.0,Gujarat,Surat City
2020,gujarat,surat city,ipc,32097.0,Gujarat,Surat City
2020,gujarat,surat city,sll,44700.0,Gujarat,Surat City
2020,gujarat,surat city,women,622.0,Gujarat,Surat City
2020,gujarat,surat rural,children,82.0,Gujarat,Surat Rural
2020,gujarat,surat rural,cyber,7.0,Gujarat,Surat Rural
2020,gujarat,surat rural,ipc,10012.0,Gujarat,Surat Rural
2020,gujarat,surat rural,sll,10717.0,Gujarat,Surat Rural
2020,gujarat,surat rural,women,114.0,Gujarat,Surat Rural
2020,gujarat,surendranagar,children,88.0,Gujarat,Surendranagar
2020,gujarat,surendranagar,cyber,24.0,Gujarat,Surendranagar
2020,gujarat,surendranagar,ipc,5184.0,Gujarat,Surendranagar
2020,gujarat,surendranagar,sll,4489.0,Gujarat,Surendranagar
2020,gujarat,surendranagar,women,121.0,Gujarat,Surendranagar
2020,gujarat,tapi,children,32.0,Gujarat,Tapi
2020,gujarat,tapi,cyber,6.0,Gujarat,Tapi
2020,gujarat,tapi,ipc,4987.0,Gujarat,Tapi
2020,gujarat,tapi,sll,6501.0,Gujarat,Tapi
2020,gujarat,tapi,women,29.0,Gujarat,Tapi
2020,gujarat,total districts,children,4515.0,Gujarat,Total Districts
2020,gujarat,total districts,cyber,1536.0,Gujarat,Total Districts
2020,gujarat,total districts,ipc,273056.0,Gujarat,Total Districts
2020,gujarat,total districts,sll,458682.0,Gujarat,Total Districts
2020,gujarat,total districts,women,7348.0,Gujarat,Total Districts
2020,gujarat,vadodara city,children,112.0,Gujarat,Vadodara City
2020,gujarat,vadodara city,cyber,54.0,Gujarat,Vadodara City
2020,gujarat,vadodara city,ipc,8181.0,Gujarat,Vadodara City
2020,gujarat,vadodara city,sll,13477.0,Gujarat,Vadodara City
2020,gujarat,vadodara city,women,238.0,Gujarat,Vadodara City
2020,gujarat,vadodara rural,children,168.0,Gujarat,Vadodara Rural
2020,gujarat,vadodara rural,cyber,18.0,Gujarat,Vadodara Rural
2020,gujarat,vadodara rural,ipc,4323.0,Gujarat,Vadodara Rural
2020,gujarat,vadodara rural,sll,16935.0,Gujarat,Vadodara Rural
2020,gujarat,vadodara rural,women,190.0,Gujarat,Vadodara Rural
2020,gujarat,valsad,children,114.0,Gujarat,Valsad
2020,gujarat,valsad,cyber,24.0,Gujarat,Valsad
2020,gujarat,valsad,ipc,7893.0,Gujarat,Valsad
2020,gujarat,valsad,sll,17466.0,Gujarat,Valsad
2020,gujarat,valsad,women,119.0,Gujarat,Valsad
2020,gujarat,w rly ahmedabad,children,10.0,Gujarat,W.Rly Ahmedabad
2020,gujarat,w rly ahmedabad,cyber,2.0,Gujarat,W.Rly Ahmedabad
2020,gujarat,w rly ahmedabad,ipc,2022.0,Gujarat,W.Rly Ahmedabad
2020,gujarat,w rly ahmedabad,sll,974.0,Gujarat,W.Rly Ahmedabad
2020,gujarat,w rly ahmedabad,women,6.0,Gujarat,W.Rly Ahmedabad
2020,gujarat,w rly vadodara,children,5.0,Gujarat,W.Rly Vadodara
2020,gujarat,w rly vadodara,cyber,0.0,Gujarat,W.Rly Vadodara
2020,gujarat,w rly vadodara,ipc,1937.0,Gujarat,W.Rly Vadodara
2020,gujarat,w rly vadodara,sll,1186.0,Gujarat,W.Rly Vadodara
2020,gujarat,w rly vadodara,women,7.0,Gujarat,W.Rly Vadodara
2020,haryana,ambala,children,214.0,Haryana,Ambala
2020,haryana,ambala,cyber,12.0,Haryana,Ambala
2020,haryana,ambala,ipc,4041.0,Haryana,Ambala
2020,haryana,ambala,sll,1341.0,Haryana,Ambala
2020,haryana,ambala,women,649.0,Haryana,Ambala
2020,haryana,bhiwani,children,181.0,Haryana,Bhiwani
2020,haryana,bhiwani,cyber,15.0,Haryana,Bhiwani
2020,haryana,bhiwani,ipc,3535.0,Haryana,Bhiwani
2020,haryana,bhiwani,sll,879.0,Haryana,Bhiwani
2020,haryana,bhiwani,women,778.0,Haryana,Bhiwani
2020,haryana,charkhi dadri,children,74.0,Haryana,Charkhi Dadri
2020,haryana,charkhi dadri,cyber,0.0,Haryana,Charkhi Dadri
