year,state_norm,district_norm,metric,value,state,district
2011,punjab,khanna,children,18.0,PUNJAB,KHANNA
2011,punjab,khanna,ipc,9915.0,PUNJAB,KHANNA
2011,punjab,khanna,women,32.0,PUNJAB,KHANNA
2011,punjab,ludhiana,children,9.0,PUNJAB,LUDHIANA
2011,punjab,ludhiana,ipc,33313.0,PUNJAB,LUDHIANA
2011,punjab,ludhiana,women,52.0,PUNJAB,LUDHIANA
2011,punjab,ludhiana rural,ipc,3445.0,PUNJAB,LUDHIANA RURAL
2011,punjab,majitha,ipc,4151.0,PUNJAB,MAJITHA
2011,punjab,mansa,children,21.0,PUNJAB,MANSA
2011,punjab,mansa,ipc,7787.0,PUNJAB,MANSA
2011,punjab,mansa,women,41.0,PUNJAB,MANSA
2011,punjab,moga,children,6.0,PUNJAB,MOGA
2011,punjab,moga,ipc,12371.0,PUNJAB,MOGA
2011,punjab,moga,women,58.0,PUNJAB,MOGA
2011,punjab,muktsar,children,15.0,PUNJAB,MUKTSAR
2011,punjab,muktsar,ipc,8306.0,PUNJAB,MUKTSAR
2011,punjab,muktsar,women,62.0,PUNJAB,MUKTSAR
2011,punjab,nawan shahr,ipc,5181.0,PUNJAB,NAWAN SHAHR
2011,punjab,pathankot,children,6.0,PUNJAB,PATHANKOT
2011,punjab,pathankot,ipc,1013.0,PUNJAB,PATHANKOT
2011,punjab,pathankot,women,50.0,PUNJAB,PATHANKOT
2011,punjab,patiala,children,40.0,PUNJAB,PATIALA
2011,punjab,patiala,ipc,36285.0,PUNJAB,PATIALA
2011,punjab,patiala,women,181.0,PUNJAB,PATIALA
2011,punjab,ropar,children,20.0,PUNJAB,ROPAR
2011,punjab,ropar,ipc,13042.0,PUNJAB,ROPAR
2011,punjab,ropar,women,63.0,PUNJAB,ROPAR
2011,punjab,sangrur,children,2.0,PUNJAB,SANGRUR
2011,punjab,sangrur,ipc,18771.0,PUNJAB,SANGRUR
2011,punjab,sangrur,women,101.0,PUNJAB,SANGRUR
2011,punjab,sas ngr,children,37.0,PUNJAB,SAS NGR
2011,punjab,sas ngr,ipc,13503.0,PUNJAB,SAS NGR
2011,punjab,sas ngr,women,147.0,PUNJAB,SAS NGR
2011,punjab,sbs nagar,children,8.0,PUNJAB,SBS NAGAR
2011,punjab,sbs nagar,ipc,3808.0,PUNJAB,SBS NAGAR
2011,punjab,sbs nagar,women,41.0,PUNJAB,SBS NAGAR
2011,punjab,tarn taran,children,19.0,PUNJAB,TARN TARAN
2011,punjab,tarn taran,ipc,9950.0,PUNJAB,TARN TARAN
2011,punjab,tarn taran,women,72.0,PUNJAB,TARN TARAN
2011,punjab,total,children,622.0,PUNJAB,TOTAL
2011,punjab,total,ipc,384131.0,PUNJAB,TOTAL
2011,punjab,total,women,2588.0,PUNJAB,TOTAL
2011,rajasthan,ajmer,children,82.0,RAJASTHAN,AJMER
2011,rajasthan,ajmer,ipc,77731.0,RAJASTHAN,AJMER
2011,rajasthan,ajmer,women,1007.0,RAJASTHAN,AJMER
2011,rajasthan,alwar,children,90.0,RAJASTHAN,ALWAR
2011,rajasthan,alwar,ipc,101378.0,RAJASTHAN,ALWAR
2011,rajasthan,alwar,women,987.0,RAJASTHAN,ALWAR
2011,rajasthan,banswara,children,19.0,RAJASTHAN,BANSWARA
2011,rajasthan,banswara,ipc,32173.0,RAJASTHAN,BANSWARA
2011,rajasthan,banswara,women,407.0,RAJASTHAN,BANSWARA
2011,rajasthan,baran,children,10.0,RAJASTHAN,BARAN
2011,rajasthan,baran,ipc,39385.0,RAJASTHAN,BARAN
2011,rajasthan,baran,women,668.0,RAJASTHAN,BARAN
2011,rajasthan,barmer,children,15.0,RAJASTHAN,BARMER
2011,rajasthan,barmer,ipc,33777.0,RAJASTHAN,BARMER
2011,rajasthan,barmer,women,319.0,RAJASTHAN,BARMER
2011,rajasthan,bharatpur,children,111.0,RAJASTHAN,BHARATPUR
2011,rajasthan,bharatpur,ipc,91034.0,RAJASTHAN,BHARATPUR
2011,rajasthan,bharatpur,women,800.0,RAJASTHAN,BHARATPUR
2011,rajasthan,bhilwara,children,64.0,RAJASTHAN,BHILWARA
2011,rajasthan,bhilwara,ipc,64635.0,RAJASTHAN,BHILWARA
2011,rajasthan,bhilwara,women,790.0,RAJASTHAN,BHILWARA
2011,rajasthan,bikaner,children,6.0,RAJASTHAN,BIKANER
2011,rajasthan,bikaner,ipc,45708.0,RAJASTHAN,BIKANER
2011,rajasthan,bikaner,women,597.0,RAJASTHAN,BIKANER
2011,rajasthan,bundi,children,18.0,RAJASTHAN,BUNDI
2011,rajasthan,bundi,ipc,41281.0,RAJASTHAN,BUNDI
2011,rajasthan,bundi,women,557.0,RAJASTHAN,BUNDI
2011,rajasthan,chittorgarh,children,2.0,RAJASTHAN,CHITTORGARH
2011,rajasthan,chittorgarh,ipc,67568.0,RAJASTHAN,CHITTORGARH
2011,rajasthan,chittorgarh,women,789.0,RAJASTHAN,CHITTORGARH
2011,rajasthan,churu,children,24.0,RAJASTHAN,CHURU
2011,rajasthan,churu,ipc,33949.0,RAJASTHAN,CHURU
2011,rajasthan,churu,women,426.0,RAJASTHAN,CHURU
2011,rajasthan,dausa,children,37.0,RAJASTHAN,DAUSA
2011,rajasthan,dausa,ipc,51097.0,RAJASTHAN,DAUSA
2011,rajasthan,dausa,women,298.0,RAJASTHAN,DAUSA
2011,rajasthan,dholpur,children,41.0,RAJASTHAN,DHOLPUR
2011,rajasthan,dholpur,ipc,40283.0,RAJASTHAN,DHOLPUR
2011,rajasthan,dholpur,women,324.0,RAJASTHAN,DHOLPUR
2011,rajasthan,dungarpur,children,82.0,RAJASTHAN,DUNGARPUR
2011,rajasthan,dungarpur,ipc,22460.0,RAJASTHAN,DUNGARPUR
2011,rajasthan,dungarpur,women,322.0,RAJASTHAN,DUNGARPUR
2011,rajasthan,g r p,ipc,8236.0,RAJASTHAN,G.R.P.
2011,rajasthan,g r p ajmer,children,8.0,RAJASTHAN,G.R.P.AJMER
2011,rajasthan,g r p ajmer,ipc,2070.0,RAJASTHAN,G.R.P. AJMER
2011,rajasthan,g r p ajmer,women,17.0,RAJASTHAN,G.R.P.AJMER
2011,rajasthan,g r p jodhpur,children,4.0,RAJASTHAN,G.R.P.JODHPUR
2011,rajasthan,g r p jodhpur,ipc,435.0,RAJASTHAN,G.R.P. JODHPUR
2011,rajasthan,g r p jodhpur,women,8.0,RAJASTHAN,G.R.P.JODHPUR
2011,rajasthan,ganganagar,children,68.0,RAJASTHAN,GANGANAGAR
2011,rajasthan,ganganagar,ipc,62875.0,RAJASTHAN,GANGANAGAR
2011,rajasthan,ganganagar,women,913.0,RAJASTHAN,GANGANAGAR
2011,rajasthan,hanumangarh,children,46.0,RAJASTHAN,HANUMANGARH
2011,rajasthan,hanumangarh,ipc,43586.0,RAJASTHAN,HANUMANGARH
2011,rajasthan,hanumangarh,women,603.0,RAJASTHAN,HANUMANGARH
2011,rajasthan,jaipur,ipc,99527.0,RAJASTHAN,JAIPUR
2011,rajasthan,jaipur east,children,43.0,RAJASTHAN,JAIPUR EAST
2011,rajasthan,jaipur east,ipc,44533.0,RAJASTHAN,JAIPUR EAST
2011,rajasthan,jaipur east,women,446.0,RAJASTHAN,JAIPUR EAST
2011,rajasthan,jaipur north,children,29.0,RAJASTHAN,JAIPUR NORTH
2011,rajasthan,jaipur north,ipc,25178.0,RAJASTHAN,JAIPUR NORTH
2011,rajasthan,jaipur north,women,330.0,RAJASTHAN,JAIPUR NORTH
2011,rajasthan,jaipur rural,children,52.0,RAJASTHAN,JAIPUR RURAL
2011,rajasthan,jaipur rural,ipc,53815.0,RAJASTHAN,JAIPUR RURAL
2011,rajasthan,jaipur rural,women,377.0,RAJASTHAN,JAIPUR RURAL
2011,rajasthan,jaipur south,children,13.0,RAJASTHAN,JAIPUR SOUTH
2011,rajasthan,jaipur south,ipc,35748.0,RAJASTHAN,JAIPUR SOUTH
2011,rajasthan,jaipur south,women,304.0,RAJASTHAN,JAIPUR SOUTH
2011,rajasthan,jaipur west,children,46.0,RAJASTHAN,JAIPUR WEST
2011,rajasthan,jaipur west,ipc,10279.0,RAJASTHAN,JAIPUR WEST
2011,rajasthan,jaipur west,women,338.0,RAJASTHAN,JAIPUR WEST
2011,rajasthan,jaisalmer,children,6.0,RAJASTHAN,JAISALMER
2011,rajasthan,jaisalmer,ipc,11431.0,RAJASTHAN,JAISALMER
2011,rajasthan,jaisalmer,women,51.0,RAJASTHAN,JAISALMER
2011,rajasthan,jalore,children,51.0,RAJASTHAN,JALORE
2011,rajasthan,jalore,ipc,29059.0,RAJASTHAN,JALORE
2011,rajasthan,jalore,women,261.0,RAJASTHAN,JALORE
2011,rajasthan,jhalawar,children,55.0,RAJASTHAN,JHALAWAR
2011,rajasthan,jhalawar,ipc,42690.0,RAJASTHAN,JHALAWAR
2011,rajasthan,jhalawar,women,725.0,RAJASTHAN,JHALAWAR
2011,rajasthan,jhunjhunu,children,57.0,RAJASTHAN,JHUNJHUNU
2011,rajasthan,jhunjhunu,ipc,46937.0,RAJASTHAN,JHUNJHUNU
2011,rajasthan,jhunjhunu,women,483.0,RAJASTHAN,JHUNJHUNU
2011,rajasthan,jodhpur,ipc,33821.0,RAJASTHAN,JODHPUR
2011,rajasthan,jodhpur city,children,20.0,RAJASTHAN,JODHPUR CITY
2011,rajasthan,jodhpur city,ipc,21731.0,RAJASTHAN,JODHPUR CITY
2011,rajasthan,jodhpur city,women,487.0,RAJASTHAN,JODHPUR CITY
2011,rajasthan,jodhpur east,ipc,2303.0,RAJASTHAN,JODHPUR EAST
2011,rajasthan,jodhpur rural,children,17.0,RAJASTHAN,JODHPUR RURAL
2011,rajasthan,jodhpur rural,ipc,19459.0,RAJASTHAN,JODHPUR RURAL
2011,rajasthan,jodhpur rural,women,239.0,RAJASTHAN,JODHPUR RURAL
2011,rajasthan,jodhpur west,ipc,2228.0,RAJASTHAN,JODHPUR WEST
2011,rajasthan,karauli,children,33.0,RAJASTHAN,KARAULI
2011,rajasthan,karauli,ipc,43750.0,RAJASTHAN,KARAULI
2011,rajasthan,karauli,women,326.0,RAJASTHAN,KARAULI
2011,rajasthan,kota,ipc,33935.0,RAJASTHAN,KOTA
2011,rajasthan,kota city,children,23.0,RAJASTHAN,KOTA CITY
2011,rajasthan,kota city,ipc,28085.0,RAJASTHAN,KOTA CITY
2011,rajasthan,kota city,women,574.0,RAJASTHAN,KOTA CITY
2011,rajasthan,kota rural,children,13.0,RAJASTHAN,KOTA RURAL
2011,rajasthan,kota rural,ipc,14963.0,RAJASTHAN,KOTA RURAL
2011,rajasthan,kota rural,women,432.0,RAJASTHAN,KOTA RURAL
2011,rajasthan,nagaur,children,20.0,RAJASTHAN,NAGAUR
2011,rajasthan,nagaur,ipc,51660.0,RAJASTHAN,NAGAUR
2011,rajasthan,nagaur,women,608.0,RAJASTHAN,NAGAUR
2011,rajasthan,pali,children,2.0,RAJASTHAN,PALI
2011,rajasthan,pali,ipc,59702.0,RAJASTHAN,PALI
2011,rajasthan,pali,women,698.0,RAJASTHAN,PALI
2011,rajasthan,pratapgarh,children,64.0,RAJASTHAN,PRATAPGARH
2011,rajasthan,pratapgarh,ipc,10372.0,RAJASTHAN,PRATAPGARH
2011,rajasthan,pratapgarh,women,464.0,RAJASTHAN,PRATAPGARH
2011,rajasthan,rajsamand,children,0.0,RAJASTHAN,RAJSAMAND
2011,rajasthan,rajsamand,ipc,29413.0,RAJASTHAN,RAJSAMAND
2011,rajasthan,rajsamand,women,355.0,RAJASTHAN,RAJSAMAND
2011,rajasthan,sawai madhopur,children,41.0,RAJASTHAN,SAWAI MADHOPUR
2011,rajasthan,sawai madhopur,ipc,40574.0,RAJASTHAN,SAWAI MADHOPUR
2011,rajasthan,sawai madhopur,women,344.0,RAJASTHAN,SAWAI MADHOPUR
2011,rajasthan,sikar,children,43.0,RAJASTHAN,SIKAR
2011,rajasthan,sikar,ipc,54004.0,RAJASTHAN,SIKAR
2011,rajasthan,sikar,women,388.0,RAJASTHAN,SIKAR
2011,rajasthan,sirohi,children,20.0,RAJASTHAN,SIROHI
2011,rajasthan,sirohi,ipc,24249.0,RAJASTHAN,SIROHI
2011,rajasthan,sirohi,women,316.0,RAJASTHAN,SIROHI
2011,rajasthan,tonk,children,33.0,RAJASTHAN,TONK
2011,rajasthan,tonk,ipc,42919.0,RAJASTHAN,TONK
2011,rajasthan,tonk,women,443.0,RAJASTHAN,TONK
2011,rajasthan,total,children,1491.0,RAJASTHAN,TOTAL
2011,rajasthan,total,ipc,1855916.0,RAJASTHAN,TOTAL
2011,rajasthan,total,women,19701.0,RAJASTHAN,TOTAL
2011,rajasthan,udaipur,children,83.0,RAJASTHAN,UDAIPUR
2011,rajasthan,udaipur,ipc,83890.0,RAJASTHAN,UDAIPUR
2011,rajasthan,udaipur,women,880.0,RAJASTHAN,UDAIPUR
2011,sikkim,east,children,12.0,SIKKIM,EAST
2011,sikkim,east,ipc,3443.0,SIKKIM,EAST
2011,sikkim,east,women,20.0,SIKKIM,EAST
2011,sikkim,north,children,0.0,SIKKIM,NORTH
2011,sikkim,north,ipc,422.0,SIKKIM,NORTH
2011,sikkim,north,women,1.0,SIKKIM,NORTH
2011,sikkim,south,children,11.0,SIKKIM,SOUTH
2011,sikkim,south,ipc,1887.0,SIKKIM,SOUTH
2011,sikkim,south,women,20.0,SIKKIM,SOUTH
2011,sikkim,total,children,29.0,SIKKIM,TOTAL
2011,sikkim,total,ipc,7000.0,SIKKIM,TOTAL
2011,sikkim,total,women,54.0,SIKKIM,TOTAL
2011,sikkim,west,children,6.0,SIKKIM,WEST
2011,sikkim,west,ipc,1248.0,SIKKIM,WEST
2011,sikkim,west,women,13.0,SIKKIM,WEST
2011,tamil nadu,ariyalur,children,4.0,TAMIL NADU,ARIYALUR
2011,tamil nadu,ariyalur,ipc,10219.0,TAMIL NADU,ARIYALUR
2011,tamil nadu,ariyalur,women,99.0,TAMIL NADU,ARIYALUR
2011,tamil nadu,chengai,ipc,43561.0,TAMIL NADU,CHENGAI
2011,tamil nadu,chennai,children,83.0,TAMIL NADU,CHENNAI
2011,tamil nadu,chennai,ipc,164467.0,TAMIL NADU,CHENNAI
2011,tamil nadu,chennai,women,560.0,TAMIL NADU,CHENNAI
2011,tamil nadu,chennai rly,children,1.0,TAMIL NADU,CHENNAI RLY.
2011,tamil nadu,chennai rly,ipc,6097.0,TAMIL NADU,CHENNAI RLY.
2011,tamil nadu,chennai rly,women,13.0,TAMIL NADU,CHENNAI RLY.
2011,tamil nadu,chennaisuburban,ipc,19404.0,TAMIL NADU,CHENNAISUBURBAN
2011,tamil nadu,coimbatore rural,children,4.0,TAMIL NADU,COIMBATORE RURAL
2011,tamil nadu,coimbatore rural,ipc,99023.0,TAMIL NADU,COIMBATORE RURAL
2011,tamil nadu,coimbatore rural,women,128.0,TAMIL NADU,COIMBATORE RURAL
2011,tamil nadu,coimbatore urban,children,12.0,TAMIL NADU,COIMBATORE URBAN
2011,tamil nadu,coimbatore urban,ipc,52542.0,TAMIL NADU,COIMBATORE URBAN
2011,tamil nadu,coimbatore urban,women,141.0,TAMIL NADU,COIMBATORE URBAN
2011,tamil nadu,cuddalore,children,13.0,TAMIL NADU,CUDDALORE
2011,tamil nadu,cuddalore,ipc,87567.0,TAMIL NADU,CUDDALORE
2011,tamil nadu,cuddalore,women,217.0,TAMIL NADU,CUDDALORE
2011,tamil nadu,dharmapuri,children,59.0,TAMIL NADU,DHARMAPURI
2011,tamil nadu,dharmapuri,ipc,48360.0,TAMIL NADU,DHARMAPURI
2011,tamil nadu,dharmapuri,women,172.0,TAMIL NADU,DHARMAPURI
2011,tamil nadu,dindigul,children,12.0,TAMIL NADU,DINDIGUL
2011,tamil nadu,dindigul,ipc,60083.0,TAMIL NADU,DINDIGUL
2011,tamil nadu,dindigul,women,233.0,TAMIL NADU,DINDIGUL
2011,tamil nadu,erode,children,26.0,TAMIL NADU,ERODE
2011,tamil nadu,erode,ipc,76349.0,TAMIL NADU,ERODE
2011,tamil nadu,erode,women,103.0,TAMIL NADU,ERODE
2011,tamil nadu,kanchipuram,children,0.0,TAMIL NADU,KANCHIPURAM
2011,tamil nadu,kanchipuram,ipc,75996.0,TAMIL NADU,KANCHIPURAM
2011,tamil nadu,kanchipuram,women,96.0,TAMIL NADU,KANCHIPURAM
2011,tamil nadu,kanyakumari,children,21.0,TAMIL NADU,KANYAKUMARI
2011,tamil nadu,kanyakumari,ipc,49772.0,TAMIL NADU,KANYAKUMARI
2011,tamil nadu,kanyakumari,women,297.0,TAMIL NADU,KANYAKUMARI
2011,tamil nadu,karur,children,1.0,TAMIL NADU,KARUR
2011,tamil nadu,karur,ipc,30376.0,TAMIL NADU,KARUR
2011,tamil nadu,karur,women,111.0,TAMIL NADU,KARUR
2011,tamil nadu,krishnagiri,children,44.0,TAMIL NADU,KRISHNAGIRI
2011,tamil nadu,krishnagiri,ipc,41287.0,TAMIL NADU,KRISHNAGIRI
2011,tamil nadu,krishnagiri,women,133.0,TAMIL NADU,KRISHNAGIRI
2011,tamil nadu,madurai rural,children,5.0,TAMIL NADU,MADURAI RURAL
2011,tamil nadu,madurai rural,ipc,60075.0,TAMIL NADU,MADURAI RURAL
2011,tamil nadu,madurai rural,women,265.0,TAMIL NADU,MADURAI RURAL
2011,tamil nadu,madurai urban,children,7.0,TAMIL NADU,MADURAI URBAN
2011,tamil nadu,madurai urban,ipc,36716.0,TAMIL NADU,MADURAI URBAN
2011,tamil nadu,madurai urban,women,127.0,TAMIL NADU,MADURAI URBAN
2011,tamil nadu,nagapattinam,children,27.0,TAMIL NADU,NAGAPATTINAM
2011,tamil nadu,nagapattinam,ipc,47332.0,TAMIL NADU,NAGAPATTINAM
2011,tamil nadu,nagapattinam,women,129.0,TAMIL NADU,NAGAPATTINAM
2011,tamil nadu,namakkal,children,48.0,TAMIL NADU,NAMAKKAL
2011,tamil nadu,namakkal,ipc,46314.0,TAMIL NADU,NAMAKKAL
2011,tamil nadu,namakkal,women,148.0,TAMIL NADU,NAMAKKAL
2011,tamil nadu,nilgiris,children,15.0,TAMIL NADU,NILGIRIS
2011,tamil nadu,nilgiris,ipc,16825.0,TAMIL NADU,NILGIRIS
2011,tamil nadu,nilgiris,women,27.0,TAMIL NADU,NILGIRIS
2011,tamil nadu,perambalur,children,19.0,TAMIL NADU,PERAMBALUR
2011,tamil nadu,perambalur,ipc,26288.0,TAMIL NADU,PERAMBALUR
2011,tamil nadu,perambalur,women,54.0,TAMIL NADU,PERAMBALUR
2011,tamil nadu,pudukottai,children,1.0,TAMIL NADU,PUDUKOTTAI
2011,tamil nadu,pudukottai,ipc,41981.0,TAMIL NADU,PUDUKOTTAI
2011,tamil nadu,pudukottai,women,92.0,TAMIL NADU,PUDUKOTTAI
2011,tamil nadu,ramnathapuram,children,12.0,TAMIL NADU,RAMNATHAPURAM
2011,tamil nadu,ramnathapuram,ipc,37777.0,TAMIL NADU,RAMNATHAPURAM
2011,tamil nadu,ramnathapuram,women,81.0,TAMIL NADU,RAMNATHAPURAM
2011,tamil nadu,salem rural,children,86.0,TAMIL NADU,SALEM RURAL
2011,tamil nadu,salem rural,ipc,70481.0,TAMIL NADU,SALEM RURAL
2011,tamil nadu,salem rural,women,298.0,TAMIL NADU,SALEM RURAL
2011,tamil nadu,salem urban,children,45.0,TAMIL NADU,SALEM URBAN
2011,tamil nadu,salem urban,ipc,30591.0,TAMIL NADU,SALEM URBAN
2011,tamil nadu,salem urban,women,128.0,TAMIL NADU,SALEM URBAN
2011,tamil nadu,sivagangai,children,5.0,TAMIL NADU,SIVAGANGAI
2011,tamil nadu,sivagangai,ipc,33704.0,TAMIL NADU,SIVAGANGAI
2011,tamil nadu,sivagangai,women,113.0,TAMIL NADU,SIVAGANGAI
2011,tamil nadu,thanjavur,children,2.0,TAMIL NADU,THANJAVUR
2011,tamil nadu,thanjavur,ipc,65756.0,TAMIL NADU,THANJAVUR
2011,tamil nadu,thanjavur,women,142.0,TAMIL NADU,THANJAVUR
2011,tamil nadu,theni,children,25.0,TAMIL NADU,THENI
2011,tamil nadu,theni,ipc,46741.0,TAMIL NADU,THENI
2011,tamil nadu,theni,women,242.0,TAMIL NADU,THENI
2011,tamil nadu,thirunelveli rural,children,46.0,TAMIL NADU,THIRUNELVELI RURAL
2011,tamil nadu,thirunelveli rural,ipc,83750.0,TAMIL NADU,THIRUNELVELI RURAL
2011,tamil nadu,thirunelveli rural,women,283.0,TAMIL NADU,THIRUNELVELI RURAL
2011,tamil nadu,thirunelveli urban,children,15.0,TAMIL NADU,THIRUNELVELI URBAN
2011,tamil nadu,thirunelveli urban,ipc,16548.0,TAMIL NADU,THIRUNELVELI URBAN
2011,tamil nadu,thirunelveli urban,women,29.0,TAMIL NADU,THIRUNELVELI URBAN
2011,tamil nadu,thiruvallur,children,16.0,TAMIL NADU,THIRUVALLUR
2011,tamil nadu,thiruvallur,ipc,41317.0,TAMIL NADU,THIRUVALLUR
2011,tamil nadu,thiruvallur,women,38.0,TAMIL NADU,THIRUVALLUR
2011,tamil nadu,thiruvannamalai,children,11.0,TAMIL NADU,THIRUVANNAMALAI
2011,tamil nadu,thiruvannamalai,ipc,50648.0,TAMIL NADU,THIRUVANNAMALAI
2011,tamil nadu,thiruvannamalai,women,108.0,TAMIL NADU,THIRUVANNAMALAI
2011,tamil nadu,thiruvarur,children,4.0,TAMIL NADU,THIRUVARUR
2011,tamil nadu,thiruvarur,ipc,40312.0,TAMIL NADU,THIRUVARUR
2011,tamil nadu,thiruvarur,women,40.0,TAMIL NADU,THIRUVARUR
2011,tamil nadu,thoothugudi,children,33.0,TAMIL NADU,THOOTHUGUDI
2011,tamil nadu,thoothugudi,ipc,60701.0,TAMIL NADU,THOOTHUGUDI
2011,tamil nadu,thoothugudi,women,110.0,TAMIL NADU,THOOTHUGUDI
2011,tamil nadu,tiruppur,children,7.0,TAMIL NADU,TIRUPPUR
2011,tamil nadu,tiruppur,ipc,24261.0,TAMIL NADU,TIRUPPUR
2011,tamil nadu,tiruppur,women,192.0,TAMIL NADU,TIRUPPUR
2011,tamil nadu,total,children,925.0,TAMIL NADU,TOTAL
2011,tamil nadu,total,ipc,2060176.0,TAMIL NADU,TOTAL
2011,tamil nadu,total,women,6315.0,TAMIL NADU,TOTAL
2011,tamil nadu,trichy rly,children,0.0,TAMIL NADU,TRICHY RLY.
2011,tamil nadu,trichy rly,ipc,2126.0,TAMIL NADU,TRICHY RLY.
2011,tamil nadu,trichy rly,women,5.0,TAMIL NADU,TRICHY RLY.
2011,tamil nadu,trichy rural,children,37.0,TAMIL NADU,TRICHY RURAL
2011,tamil nadu,trichy rural,ipc,45584.0,TAMIL NADU,TRICHY RURAL
2011,tamil nadu,trichy rural,women,140.0,TAMIL NADU,TRICHY RURAL
2011,tamil nadu,trichy urban,children,13.0,TAMIL NADU,TRICHY URBAN
2011,tamil nadu,trichy urban,ipc,36196.0,TAMIL NADU,TRICHY URBAN
2011,tamil nadu,trichy urban,women,100.0,TAMIL NADU,TRICHY URBAN
2011,tamil nadu,vellore,children,97.0,TAMIL NADU,VELLORE
2011,tamil nadu,vellore,ipc,88523.0,TAMIL NADU,VELLORE
2011,tamil nadu,vellore,women,181.0,TAMIL NADU,VELLORE
2011,tamil nadu,villupuram,children,65.0,TAMIL NADU,VILLUPURAM
2011,tamil nadu,villupuram,ipc,82961.0,TAMIL NADU,VILLUPURAM
2011,tamil nadu,villupuram,women,694.0,TAMIL NADU,VILLUPURAM
2011,tamil nadu,viluppuram,ipc,5959.0,TAMIL NADU,VILUPPURAM
2011,tamil nadu,virudhunagar,children,4.0,TAMIL NADU,VIRUDHUNAGAR
2011,tamil nadu,virudhunagar,ipc,55606.0,TAMIL NADU,VIRUDHUNAGAR
2011,tamil nadu,virudhunagar,women,246.0,TAMIL NADU,VIRUDHUNAGAR
2011,tripura,dhalai,children,27.0,TRIPURA,DHALAI
2011,tripura,dhalai,ipc,4735.0,TRIPURA,DHALAI
2011,tripura,dhalai,women,121.0,TRIPURA,DHALAI
2011,tripura,g r p,ipc,6.0,TRIPURA,G.R.P.
2011,tripura,gomati,ipc,1147.0,TRIPURA,GOMATI
2011,tripura,grp,children,0.0,TRIPURA,GRP
2011,tripura,grp,ipc,21.0,TRIPURA,GRP
2011,tripura,grp,women,0.0,TRIPURA,GRP
2011,tripura,khowai,ipc,423.0,TRIPURA,KHOWAI
2011,tripura,north,children,40.0,TRIPURA,NORTH
2011,tripura,north,ipc,9319.0,TRIPURA,NORTH
2011,tripura,north,women,291.0,TRIPURA,NORTH
2011,tripura,sipahijala,ipc,987.0,TRIPURA,SIPAHIJALA
2011,tripura,south,children,15.0,TRIPURA,SOUTH
2011,tripura,south,ipc,13717.0,TRIPURA,SOUTH
2011,tripura,south,women,353.0,TRIPURA,SOUTH
2011,tripura,total,children,102.0,TRIPURA,TOTAL
2011,tripura,total,ipc,52734.0,TRIPURA,TOTAL
2011,tripura,total,women,1356.0,TRIPURA,TOTAL
2011,tripura,unakoti,ipc,533.0,TRIPURA,UNAKOTI
2011,tripura,west,children,20.0,TRIPURA,WEST
2011,tripura,west,ipc,21846.0,TRIPURA,WEST
2011,tripura,west,women,591.0,TRIPURA,WEST
2011,uttar pradesh,agra,children,214.0,UTTAR PRADESH,AGRA
2011,uttar pradesh,agra,ipc,77987.0,UTTAR PRADESH,AGRA
2011,uttar pradesh,agra,women,1028.0,UTTAR PRADESH,AGRA
2011,uttar pradesh,aligarh,children,125.0,UTTAR PRADESH,ALIGARH
2011,uttar pradesh,aligarh,ipc,53786.0,UTTAR PRADESH,ALIGARH
2011,uttar pradesh,aligarh,women,854.0,UTTAR PRADESH,ALIGARH
2011,uttar pradesh,allahabad,children,113.0,UTTAR PRADESH,ALLAHABAD
2011,uttar pradesh,allahabad,ipc,57048.0,UTTAR PRADESH,ALLAHABAD
2011,uttar pradesh,allahabad,women,692.0,UTTAR PRADESH,ALLAHABAD
2011,uttar pradesh,ambedkar nagar,children,73.0,UTTAR PRADESH,AMBEDKAR NAGAR
2011,uttar pradesh,ambedkar nagar,ipc,12268.0,UTTAR PRADESH,AMBEDKAR NAGAR
2011,uttar pradesh,ambedkar nagar,women,227.0,UTTAR PRADESH,AMBEDKAR NAGAR
2011,uttar pradesh,auraiya,children,81.0,UTTAR PRADESH,AURAIYA
2011,uttar pradesh,auraiya,ipc,12106.0,UTTAR PRADESH,AURAIYA
2011,uttar pradesh,auraiya,women,153.0,UTTAR PRADESH,AURAIYA
2011,uttar pradesh,azamgarh,children,46.0,UTTAR PRADESH,AZAMGARH
2011,uttar pradesh,azamgarh,ipc,22155.0,UTTAR PRADESH,AZAMGARH
2011,uttar pradesh,azamgarh,women,232.0,UTTAR PRADESH,AZAMGARH
2011,uttar pradesh,badaun,children,122.0,UTTAR PRADESH,BADAUN
2011,uttar pradesh,badaun,ipc,27746.0,UTTAR PRADESH,BADAUN
2011,uttar pradesh,badaun,women,302.0,UTTAR PRADESH,BADAUN
2011,uttar pradesh,baghpat,children,70.0,UTTAR PRADESH,BAGHPAT
2011,uttar pradesh,baghpat,ipc,14906.0,UTTAR PRADESH,BAGHPAT
2011,uttar pradesh,baghpat,women,244.0,UTTAR PRADESH,BAGHPAT
2011,uttar pradesh,bahraich,children,80.0,UTTAR PRADESH,BAHRAICH
2011,uttar pradesh,bahraich,ipc,18885.0,UTTAR PRADESH,BAHRAICH
2011,uttar pradesh,bahraich,women,351.0,UTTAR PRADESH,BAHRAICH
2011,uttar pradesh,ballia,children,50.0,UTTAR PRADESH,BALLIA
2011,uttar pradesh,ballia,ipc,13090.0,UTTAR PRADESH,BALLIA
2011,uttar pradesh,ballia,women,136.0,UTTAR PRADESH,BALLIA
