year,state_norm,district_norm,children,cyber,ipc,sll,women,ipc_log,ipc_state_pct,sll_log,sll_state_pct,women_log,women_state_pct,children_log,children_state_pct,cyber_log,cyber_state_pct,ipc_prev,ipc_growth,ipc_gap_years,women_prev,women_growth,women_gap_years,children_prev,children_growth,children_gap_years,cyber_prev,cyber_growth,cyber_gap_years,severity,risk_class,target_severity,target_year,d_key,s_key,is_reporting_unit,lat,lon,anchor_city,anchor_city_pop,geo_match_type,census_2011_population
2024,punjab,sas nagar,122.0,14.0,3431.0,903.0,480.0,8.140898460607852,0.9142857142857144,6.806829360392176,0.7428571428571429,6.175867270105761,0.9428571428571428,4.812184355372417,0.9142857142857144,2.70805020110221,0.4571428571428571,3213.0,0.067849361967009,1.0,420.0,0.1428571428571428,1.0,194.0,-0.3711340206185567,1.0,10.0,0.4,1.0,0.8342857142857143,high,,,sas nagar,punjab,False,,,,,,
2024,gujarat,vadodara city,174.0,76.0,4448.0,9717.0,286.0,8.400434630806041,0.7647058823529411,9.181735114965848,0.7058823529411765,5.659482215759621,0.9019607843137256,5.1647859739235145,0.9019607843137256,4.343805421853684,0.9411764705882352,4320.0,0.0296296296296296,1.0,300.0,-0.0466666666666666,1.0,144.0,0.2083333333333333,1.0,61.0,0.2459016393442623,1.0,0.8264705882352942,high,,,vadodara,gujarat,False,22.3071588,73.1812187,Vadodara,1670806.0,exact,4165626.0
2024,gujarat,tapi,29.0,7.0,3800.0,8579.0,31.0,8.24301946898925,0.6470588235294118,9.057189192482008,0.5294117647058824,3.4657359027997265,0.2745098039215686,3.4011973816621555,0.2745098039215686,2.079441541679836,0.2254901960784313,3400.0,0.1176470588235294,1.0,27.0,0.1481481481481481,1.0,29.0,0.0,1.0,14.0,-0.5,1.0,0.4602941176470588,medium,,,tapi,gujarat,False,,,,,,807022.0
2024,gujarat,w rly ahmedabad,9.0,5.0,938.0,1387.0,3.0,6.844815479208263,0.2352941176470588,7.23561914106675,0.2352941176470588,1.3862943611198906,0.196078431372549,2.302585092994046,0.2352941176470588,1.791759469228055,0.1764705882352941,1271.0,-0.2619984264358773,1.0,6.0,-0.5,1.0,4.0,1.25,1.0,0.0,0.0,1.0,0.2186274509803921,low,,,w rly ahmedabad,gujarat,False,,,,,,
2024,gujarat,valsad,134.0,14.0,6851.0,26523.0,104.0,8.832295859444011,0.9215686274509804,10.185805262488758,0.9607843137254902,4.653960350157523,0.4313725490196078,4.90527477843843,0.803921568627451,2.70805020110221,0.4019607843137255,6847.0,0.000584197458741,1.0,91.0,0.1428571428571428,1.0,103.0,0.3009708737864077,1.0,17.0,-0.1764705882352941,1.0,0.7377450980392157,high,,,valsad,gujarat,False,20.3893155,72.9106202,Vapi,163630.0,exact,1705678.0
2024,gujarat,vadodara rural,145.0,8.0,6369.0,11010.0,120.0,8.759354748566208,0.9019607843137256,9.306650052113593,0.7647058823529411,4.795790545596741,0.4901960784313725,4.983606621708336,0.8235294117647058,2.19722457733622,0.284313725490196,5522.0,0.1533864541832669,1.0,146.0,-0.1780821917808219,1.0,150.0,-0.0333333333333333,1.0,4.0,1.0,1.0,0.705392156862745,high,,,vadodara,gujarat,False,22.3071588,73.1812187,Vadodara,1670806.0,exact,4165626.0
2024,gujarat,total districts,5394.0,1592.0,165419.0,449988.0,7606.0,12.016242973245898,1.0,13.016978417003289,1.0,8.936824154997302,1.0,8.593227877692234,1.0,7.373374309910049,1.0,170657.0,-0.0306931447289006,1.0,7805.0,-0.0254964766175528,1.0,5083.0,0.0611843399567184,1.0,1995.0,-0.2020050125313283,1.0,1.0,critical,,,total districts,gujarat,True,,,,,,
2024,haryana,ambala,293.0,23.0,3930.0,1036.0,563.0,8.27664912542186,0.5555555555555556,6.944087208229528,0.7037037037037037,6.335054251498059,0.6296296296296297,5.683579767338681,0.6296296296296297,3.1780538303479458,0.7777777777777778,4892.0,-0.1966475878986099,1.0,765.0,-0.2640522875816993,1.0,283.0,0.0353356890459364,1.0,15.0,0.5333333333333333,1.0,0.625925925925926,medium,,,ambala,haryana,False,30.3781788,76.7766974,Ambala,407934.0,exact,1128350.0
2024,gujarat,w rly vadodara,10.0,4.0,1097.0,4798.0,16.0,7.001245622069476,0.2745098039215686,8.476162841858246,0.2549019607843137,2.833213344056216,0.2549019607843137,2.3978952727983707,0.2549019607843137,1.6094379124341005,0.1274509803921568,1228.0,-0.1066775244299674,1.0,14.0,0.1428571428571428,1.0,10.0,0.0,1.0,1.0,3.0,1.0,0.2446078431372549,low,,,w rly vadodara,gujarat,False,,,,,,
2024,uttar pradesh,ambedkar nagar,103.0,66.0,4551.0,3251.0,608.0,8.423321975806166,0.4675324675324675,8.087025470667701,0.5844155844155844,6.411818267709897,0.4025974025974026,4.6443908991413725,0.1688311688311688,4.204692619390966,0.3766233766233766,4058.0,0.1214884179398718,1.0,619.0,-0.0177705977382875,1.0,161.0,-0.3602484472049689,1.0,101.0,-0.3465346534653465,1.0,0.4227272727272727,medium,,,ambedkar nagar,uttar pradesh,False,26.4407468,82.5537514,Akbarpur,111594.0,exact,2397888.0
2024,gujarat,cyber surat range,0.0,0.0,0.0,0.0,0.0,0.0,0.0294117647058823,0.0,0.0490196078431372,0.0,0.0686274509803921,0.0,0.0980392156862745,0.0,0.0294117647058823,10.0,-1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,10.0,-1.0,1.0,0.046078431372549,low,,,cyber surat range,gujarat,True,,,,,,
2024,gujarat,chhotaudepur,111.0,5.0,3806.0,9068.0,109.0,8.244596756382498,0.6666666666666666,9.112617283447568,0.6078431372549019,4.700480365792417,0.4705882352941176,4.718498871295094,0.6078431372549019,1.791759469228055,0.1764705882352941,3319.0,0.1467309430551371,1.0,100.0,0.09,1.0,107.0,0.0373831775700934,1.0,3.0,0.6666666666666666,1.0,0.542156862745098,medium,,,chhotaudepur,gujarat,False,,,,,,
2024,gujarat,bhavnagar,126.0,20.0,2973.0,16986.0,195.0,7.9976631270201,0.4901960784313725,9.74020362461931,0.8627450980392157,5.278114659230517,0.7647058823529411,4.844187086458591,0.7254901960784313,3.044522437723423,0.6274509803921569,3178.0,-0.0645059786028949,1.0,206.0,-0.0533980582524271,1.0,108.0,0.1666666666666666,1.0,26.0,-0.2307692307692307,1.0,0.6264705882352941,medium,,,bhavnagar,gujarat,False,21.768064,72.147388,Bhavnagar,593368.0,exact,2880365.0
2024,goa,cid,6.0,58.0,53.0,206.0,23.0,3.9889840465642745,0.25,5.332718793265369,0.25,3.1780538303479458,0.25,1.9459101490553128,0.25,4.07753744390572,0.75,66.0,-0.1969696969696969,1.0,17.0,0.3529411764705882,1.0,15.0,-0.6,1.0,36.0,0.6111111111111112,1.0,0.325,low,,,cid,goa,True,,,,,,
2024,gujarat,cyber rajkot range,0.0,4.0,2.0,2.0,0.0,1.0986122886681098,0.0784313725490196,1.0986122886681098,0.1568627450980392,0.0,0.0686274509803921,0.0,0.0980392156862745,1.6094379124341005,0.1274509803921568,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,0.3333333333333333,1.0,0.0936274509803921,low,,,cyber rajkot range,gujarat,True,,,,,,
2024,gujarat,botad,56.0,7.0,1433.0,4799.0,80.0,7.268223021159565,0.3137254901960784,8.476371196895983,0.2745098039215686,4.394449154672439,0.3529411764705882,4.04305126783455,0.3725490196078431,2.079441541679836,0.2254901960784313,1391.0,0.0301941049604601,1.0,79.0,0.0126582278481012,1.0,50.0,0.12,1.0,13.0,-0.4615384615384615,1.0,0.3102941176470588,low,,,botad,gujarat,False,22.1704232,71.6684269,Botad,130327.0,exact,
2024,gujarat,cyber border range,1.0,8.0,7.0,1.0,1.0,2.079441541679836,0.1176470588235294,0.6931471805599453,0.1176470588235294,0.6931471805599453,0.1568627450980392,0.6931471805599453,0.196078431372549,2.19722457733622,0.284313725490196,9.0,-0.2222222222222222,1.0,1.0,0.0,1.0,0.0,0.0,1.0,10.0,-0.2,1.0,0.1583333333333333,low,,,cyber border range,gujarat,True,,,,,,
2024,gujarat,cyber gandhinagar range,0.0,16.0,16.0,0.0,0.0,2.833213344056216,0.1764705882352941,0.0,0.0490196078431372,0.0,0.0686274509803921,0.0,0.0980392156862745,2.833213344056216,0.4705882352941176,12.0,0.3333333333333333,1.0,2.0,-1.0,1.0,1.0,-1.0,1.0,16.0,0.0,1.0,0.1784313725490196,low,,,cyber gandhinagar range,gujarat,True,,,,,,
2024,gujarat,cyber ahmedabad range,0.0,3.0,2.0,1.0,0.0,1.0986122886681098,0.0784313725490196,0.6931471805599453,0.1176470588235294,0.0,0.0686274509803921,0.0,0.0980392156862745,1.3862943611198906,0.0784313725490196,26.0,-0.9230769230769232,1.0,8.0,-1.0,1.0,1.0,-1.0,1.0,32.0,-0.90625,1.0,0.0823529411764705,low,,,cyber ahmedabad range,gujarat,True,,,,,,
2024,maharashtra,nagpur railway,7.0,0.0,1496.0,71.0,19.0,7.311218384419629,0.06,4.276666119016055,0.06,2.995732273553991,0.04,2.079441541679836,0.02,0.0,0.03,1559.0,-0.0404105195638229,1.0,16.0,0.1875,1.0,10.0,-0.3,1.0,0.0,0.0,1.0,0.0475,low,,,nagpur railway,maharashtra,True,,,,,,
2024,gujarat,cyber junagadh range,0.0,19.0,13.0,6.0,1.0,2.6390573296152584,0.1568627450980392,1.9459101490553128,0.1764705882352941,0.6931471805599453,0.1568627450980392,0.0,0.0980392156862745,2.995732273553991,0.5686274509803921,41.0,-0.6829268292682927,1.0,0.0,0.0,1.0,0.0,0.0,1.0,47.0,-0.5957446808510638,1.0,0.2147058823529411,low,,,cyber junagadh range,gujarat,True,,,,,,
2024,gujarat,cyber panchmahal range,0.0,3.0,2.0,1.0,1.0,1.0986122886681098,0.0784313725490196,0.6931471805599453,0.1176470588235294,0.6931471805599453,0.1568627450980392,0.0,0.0980392156862745,1.3862943611198906,0.0784313725490196,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,0.5,1.0,0.0999999999999999,low,,,cyber panchmahal range,gujarat,True,,,,,,
2024,gujarat,cyber vadodara range,0.0,0.0,0.0,0.0,0.0,0.0,0.0294117647058823,0.0,0.0490196078431372,0.0,0.0686274509803921,0.0,0.0980392156862745,0.0,0.0294117647058823,2.0,-1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,-1.0,1.0,0.046078431372549,low,,,cyber vadodara range,gujarat,True,,,,,,
2024,maharashtra,mumbai commr,3388.0,4939.0,51428.0,18626.0,6358.0,10.84795749467559,0.98,9.832367420033002,0.98,8.757626411267408,0.98,8.128290171607052,0.98,8.505120610181969,0.98,44873.0,0.1460789338800615,1.0,6025.0,0.0552697095435684,1.0,3110.0,0.0893890675241157,1.0,4131.0,0.195594287097555,1.0,0.98,critical,,,mumbai commr,maharashtra,False,,,,,,
2024,maharashtra,mira bhayandar vasai virar commr,881.0,175.0,7458.0,2424.0,1893.0,8.917176635955164,0.64,7.793586803371584,0.3,7.546446273746024,0.9,6.782192056006791,0.86,5.170483995038151,0.86,8169.0,-0.0870363569592361,1.0,1556.0,0.2165809768637532,1.0,1016.0,-0.1328740157480315,1.0,184.0,-0.0489130434782608,1.0,0.7130000000000001,high,,,mira bhayandar vasai virar commr,maharashtra,False,,,,,,
2024,punjab,moga,79.0,29.0,1691.0,701.0,151.0,7.433666540166168,0.6285714285714286,6.553933404025811,0.5714285714285714,5.0238805208462765,0.5714285714285714,4.382026634673881,0.6,3.4011973816621555,0.7428571428571429,1304.0,0.2967791411042945,1.0,150.0,0.0066666666666666,1.0,82.0,-0.0365853658536585,1.0,22.0,0.3181818181818182,1.0,0.6257142857142857,medium,,,moga,punjab,False,30.8164603,75.1717093,Moga,141432.0,exact,995746.0
2024,uttar pradesh,aligarh,153.0,165.0,11523.0,7251.0,1403.0,9.35218709620442,0.9090909090909092,8.889032571874742,0.9090909090909092,7.247080584585756,0.8311688311688312,5.0369526024136295,0.2857142857142857,5.111987788356544,0.7792207792207793,13777.0,-0.1636060100166945,1.0,1707.0,-0.1780902167545401,1.0,385.0,-0.6025974025974026,1.0,183.0,-0.0983606557377049,1.0,0.8116883116883118,high,,,aligarh,uttar pradesh,False,27.8973944,78.0880129,Aligarh,909559.0,exact,3673889.0
2024,gujarat,rajkot rural,108.0,25.0,2923.0,11701.0,181.0,7.980707820869669,0.4705882352941176,9.36751504634818,0.7843137254901961,5.204006687076795,0.7352941176470589,4.691347882229144,0.5392156862745098,3.258096538021482,0.7058823529411765,2809.0,0.0405838376646493,1.0,196.0,-0.0765306122448979,1.0,110.0,-0.0181818181818181,1.0,21.0,0.1904761904761904,1.0,0.5970588235294119,medium,,,rajkot,gujarat,False,22.3038945,70.8021599,Rajkot,1286678.0,exact,3804558.0
2024,gujarat,rajkot city,171.0,58.0,5112.0,7698.0,334.0,8.53954159508,0.8431372549019608,8.94884572927805,0.4705882352941176,5.814130531825066,0.9411764705882352,5.147494476813453,0.8627450980392157,4.07753744390572,0.9215686274509804,5368.0,-0.0476900149031296,1.0,381.0,-0.1233595800524934,1.0,199.0,-0.1407035175879397,1.0,55.0,0.0545454545454545,1.0,0.8392156862745097,high,,,rajkot,gujarat,False,22.3038945,70.8021599,Rajkot,1286678.0,exact,3804558.0
2024,haryana,grp,23.0,2.0,1231.0,231.0,23.0,7.116394144093465,0.037037037037037,5.44673737166631,0.037037037037037,3.1780538303479458,0.074074074074074,3.1780538303479458,0.074074074074074,1.0986122886681098,0.1666666666666666,1387.0,-0.1124729632299927,1.0,20.0,0.15,1.0,20.0,0.15,1.0,0.0,0.0,1.0,0.0675925925925925,low,,,grp,haryana,False,,,,,,
2024,haryana,fatehabad,222.0,22.0,3052.0,994.0,315.0,8.023879992734878,0.3333333333333333,6.902742737158593,0.6666666666666666,5.755742213586912,0.2592592592592592,5.407171771460119,0.4814814814814814,3.1354942159291497,0.7407407407407407,3440.0,-0.1127906976744186,1.0,350.0,-0.1,1.0,220.0,0.009090909090909,1.0,24.0,-0.0833333333333333,1.0,0.4277777777777777,medium,,,fatehabad,haryana,False,,,,,,942011.0
2024,haryana,faridabad,968.0,53.0,9437.0,3886.0,1341.0,9.152499372286332,0.925925925925926,8.265392930852224,0.925925925925926,7.201916317531627,0.925925925925926,6.876264611890766,0.9629629629629628,3.9889840465642745,0.8888888888888888,10294.0,-0.0832523800272003,1.0,1424.0,-0.0582865168539325,1.0,780.0,0.241025641025641,1.0,49.0,0.0816326530612244,1.0,0.924074074074074,critical,,,faridabad,haryana,False,28.4089123,77.3177894,Faridabad,1404653.0,exact,1809733.0
2024,tripura,unakoti,29.0,2.0,328.0,63.0,114.0,5.796057750765372,0.6363636363636364,4.158883083359672,0.2272727272727272,4.74493212836325,0.8181818181818182,3.4011973816621555,0.4545454545454545,1.0986122886681098,0.5,406.0,-0.1921182266009852,1.0,121.0,-0.0578512396694214,1.0,31.0,-0.064516129032258,1.0,0.0,0.0,1.0,0.5931818181818181,medium,,,unakoti,tripura,False,,,,,,
2024,tripura,total districts,270.0,33.0,2994.0,1039.0,716.0,8.00469951054955,1.0,6.946975992135418,1.0,6.57507584059962,1.0,5.602118820879701,1.0,3.5263605246161616,1.0,3814.0,-0.2149973780807551,1.0,791.0,-0.0948166877370417,1.0,255.0,0.0588235294117647,1.0,36.0,-0.0833333333333333,1.0,1.0,critical,,,total districts,tripura,True,,,,,,
2024,tripura,south,40.0,5.0,283.0,66.0,83.0,5.648974238161206,0.4545454545454545,4.204692619390966,0.3636363636363636,4.430816798843313,0.5454545454545454,3.713572066704308,0.8181818181818182,1.791759469228055,0.8181818181818182,328.0,-0.1371951219512195,1.0,101.0,-0.1782178217821782,1.0,28.0,0.4285714285714285,1.0,3.0,0.6666666666666666,1.0,0.5545454545454546,medium,,,south,tripura,False,,,,,,
2024,haryana,hansi,99.0,15.0,1904.0,410.0,184.0,7.552237287560802,0.1851851851851851,6.018593214496234,0.1851851851851851,5.220355825078324,0.1481481481481481,4.605170185988092,0.2222222222222222,2.772588722239781,0.6111111111111112,2044.0,-0.0684931506849315,1.0,272.0,-0.3235294117647059,1.0,110.0,-0.1,1.0,10.0,0.5,1.0,0.2453703703703703,low,,,hansi,haryana,False,,,,,,
2024,tripura,west,64.0,16.0,963.0,233.0,174.0,6.871091294610546,0.9090909090909092,5.455321115357702,0.9090909090909092,5.1647859739235145,0.9090909090909092,4.174387269895637,0.9090909090909092,2.833213344056216,0.9090909090909092,1149.0,-0.1618798955613577,1.0,173.0,0.0057803468208092,1.0,57.0,0.1228070175438596,1.0,24.0,-0.3333333333333333,1.0,0.9090909090909092,critical,,,west,tripura,False,,,,,,
2024,maharashtra,amravati rural,391.0,43.0,7378.0,7946.0,864.0,8.906393407058367,0.62,8.98054977794018,0.86,6.762729506931879,0.54,5.971261839790462,0.56,3.784189633918261,0.61,8160.0,-0.0958333333333333,1.0,852.0,0.0140845070422535,1.0,385.0,0.0155844155844155,1.0,64.0,-0.328125,1.0,0.6205,medium,,,amravati,maharashtra,False,20.9374238,77.7795513,Amravati,646801.0,exact,2888445.0
2024,madhya pradesh,vidisha,677.0,0.0,6051.0,1974.0,852.0,8.708144074908246,0.7741935483870968,7.5883236773352225,0.4193548387096774,6.748759547491679,0.8548387096774194,6.519147287940395,0.8870967741935484,0.0,0.1693548387096774,5779.0,0.0470669666032185,1.0,664.0,0.2831325301204819,1.0,481.0,0.4074844074844075,1.0,0.0,0.0,1.0,0.6754032258064517,medium,,,vidisha,madhya pradesh,False,23.5251102,77.8081363,Vidisha,155959.0,exact,1458875.0
2024,maharashtra,ahilyanagar,955.0,29.0,16208.0,8403.0,2159.0,9.693321922512176,0.94,9.036463061964891,0.9,7.67786350067821,0.92,6.862757913051401,0.9,3.4011973816621555,0.46,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.8559999999999999,high,,,ahilyanagar,maharashtra,False,,,,,,
2024,madhya pradesh,ujjain,692.0,25.0,9542.0,3378.0,880.0,9.163563180417254,0.9032258064516128,8.12533508671429,0.7580645161290323,6.78105762593618,0.8709677419354839,6.541029999189903,0.9032258064516128,3.258096538021482,0.9032258064516128,9729.0,-0.0192208860108952,1.0,842.0,0.0451306413301662,1.0,594.0,0.1649831649831649,1.0,12.0,1.0833333333333333,1.0,0.882258064516129,critical,,,ujjain,madhya pradesh,False,23.1793013,75.7849097,Ujjain,515215.0,exact,1986864.0
2024,maharashtra,amravati commr,269.0,91.0,3883.0,2299.0,593.0,8.264620829411216,0.26,7.7406644019172415,0.22,6.386879319362645,0.4,5.598421958998375,0.38,4.5217885770490405,0.8,4656.0,-0.1660223367697594,1.0,724.0,-0.180939226519337,1.0,307.0,-0.1237785016286645,1.0,114.0,-0.2017543859649122,1.0,0.377,low,,,amravati commr,maharashtra,False,,,,,,
2024,maharashtra,navi mumbai,669.0,436.0,7199.0,2393.0,947.0,8.881836305004146,0.58,7.780720886117918,0.28,6.854354502255021,0.58,6.507277712385012,0.8,6.07993319509559,0.92,6475.0,0.1118146718146718,1.0,1048.0,-0.0963740458015267,1.0,653.0,0.0245022970903522,1.0,400.0,0.09,1.0,0.623,medium,,,navi mumbai,maharashtra,False,,,,,,
2024,maharashtra,nasik rural,814.0,33.0,8597.0,7908.0,1626.0,9.059284897056228,0.78,8.975756630519417,0.84,7.394493107219038,0.86,6.703188113240863,0.82,3.5263605246161616,0.54,8864.0,-0.0301218411552346,1.0,1379.0,0.1791153009427121,1.0,581.0,0.4010327022375215,1.0,31.0,0.064516129032258,1.0,0.7699999999999999,high,,,nasik,maharashtra,False,19.9974533,73.7898023,Nashik,1817359.0,fuzzy:nashik,
2024,maharashtra,parbhani,263.0,12.0,5313.0,3685.0,602.0,8.57810012631976,0.42,8.212297138229768,0.48,6.401917196727186,0.42,5.575949103146316,0.34,2.5649493574615367,0.18,4783.0,0.110809115617813,1.0,646.0,-0.0681114551083591,1.0,225.0,0.1688888888888889,1.0,18.0,-0.3333333333333333,1.0,0.382,low,,,parbhani,maharashtra,False,19.2609958,76.776665,Parbhani,270000.0,exact,1836086.0
2024,gujarat,banaskantha,172.0,32.0,4664.0,17305.0,327.0,8.447843113281444,0.7843137254901961,9.758808541166683,0.8823529411764706,5.793013608384144,0.9215686274509804,5.153291594497779,0.8823529411764706,3.49650756146648,0.7745098039215687,5136.0,-0.0919003115264797,1.0,292.0,0.1198630136986301,1.0,176.0,-0.0227272727272727,1.0,32.0,0.0,1.0,0.8299019607843139,high,,,banaskantha,gujarat,False,24.2585031,72.1906721,Deesa,111149.0,exact,
2024,maharashtra,nagpur rural,383.0,28.0,9516.0,7238.0,558.0,9.160834952072344,0.82,8.88723835429314,0.78,6.326149473155099,0.38,5.950642552587727,0.51,3.367295829986474,0.43,9868.0,-0.0356708552898257,1.0,517.0,0.0793036750483558,1.0,363.0,0.0550964187327823,1.0,66.0,-0.5757575757575758,1.0,0.6385000000000001,medium,,,nagpur,maharashtra,False,21.1458004,79.0881546,Nagpur,2405421.0,exact,4653570.0
2024,punjab,ludhiana rural,62.0,13.0,965.0,547.0,121.0,6.873163834212518,0.3428571428571428,6.306275286948016,0.3714285714285714,4.804021044733257,0.4571428571428571,4.143134726391533,0.5142857142857142,2.6390573296152584,0.3571428571428571,856.0,0.1273364485981308,1.0,99.0,0.2222222222222222,1.0,65.0,-0.0461538461538461,1.0,6.0,1.1666666666666667,1.0,0.3878571428571428,low,,,ludhiana,punjab,False,30.900965,75.8572758,Ludhiana,1618879.0,exact,3498739.0
2024,punjab,khanna,84.0,19.0,1073.0,447.0,111.0,6.97914527506881,0.4285714285714285,6.104793232414985,0.3142857142857143,4.718498871295094,0.3714285714285714,4.442651256490317,0.6714285714285714,2.995732273553991,0.6,1155.0,-0.070995670995671,1.0,113.0,-0.0176991150442477,1.0,77.0,0.0909090909090909,1.0,6.0,2.1666666666666665,1.0,0.4557142857142857,medium,,,khanna,punjab,False,,,,,,
2024,punjab,kapurthala,54.0,5.0,1510.0,866.0,142.0,7.32052696227274,0.5714285714285714,6.765038976780541,0.7142857142857143,4.962844630259907,0.5142857142857142,4.007333185232471,0.4285714285714285,1.791759469228055,0.2285714285714285,1407.0,0.0732054015636105,1.0,147.0,-0.0340136054421768,1.0,55.0,-0.0181818181818181,1.0,12.0,-0.5833333333333334,1.0,0.5085714285714286,medium,,,kapurthala,punjab,False,31.367197,75.374504,Kapurthala,101654.0,exact,815168.0
2024,gujarat,anand,130.0,32.0,3136.0,8895.0,170.0,8.051022208190679,0.5098039215686274,9.093357016490364,0.5686274509803921,5.14166355650266,0.6568627450980392,4.875197323201151,0.7647058823529411,3.49650756146648,0.7745098039215687,3888.0,-0.1934156378600823,1.0,168.0,0.0119047619047619,1.0,133.0,-0.0225563909774436,1.0,108.0,-0.7037037037037037,1.0,0.6102941176470589,medium,,,anand,gujarat,False,22.5645175,72.928871,Anand,198282.0,exact,2092745.0
2024,gujarat,amreli,117.0,31.0,2406.0,6355.0,200.0,7.786136437783072,0.4117647058823529,8.757154527656606,0.3529411764705882,5.303304908059076,0.7843137254901961,4.770684624465665,0.6470588235294118,3.4657359027997265,0.7254901960784313,2365.0,0.0173361522198731,1.0,156.0,0.282051282051282,1.0,107.0,0.0934579439252336,1.0,25.0,0.24,1.0,0.5509803921568628,medium,,,amreli,gujarat,False,21.6031774,71.2220832,Amreli,105573.0,exact,1514190.0
2024,gujarat,bharuch,132.0,24.0,5747.0,17950.0,168.0,8.656607247198915,0.8823529411764706,9.79540110267107,0.9019607843137256,5.1298987149230735,0.6274509803921569,4.890349128221754,0.7843137254901961,3.218875824868201,0.6764705882352942,5180.0,0.1094594594594594,1.0,224.0,-0.25,1.0,154.0,-0.1428571428571428,1.0,25.0,-0.04,1.0,0.7926470588235294,high,,,bharuch,gujarat,False,21.701963,72.99996,Bharuch,169007.0,exact,1551019.0
2024,gujarat,arvalli,109.0,19.0,2123.0,6470.0,141.0,7.66105638236183,0.392156862745098,8.775085935057266,0.3725490196078431,4.955827057601261,0.5686274509803921,4.700480365792417,0.5784313725490197,2.995732273553991,0.5686274509803921,2455.0,-0.135234215885947,1.0,119.0,0.1848739495798319,1.0,65.0,0.676923076923077,1.0,42.0,-0.5476190476190477,1.0,0.4705882352941176,medium,,,arvalli,gujarat,False,,,,,,
2024,uttar pradesh,etawah,143.0,69.0,2757.0,4125.0,346.0,7.922261058353247,0.1558441558441558,8.325063693631197,0.7532467532467533,5.849324779946859,0.1168831168831168,4.969813299576001,0.2467532467532467,4.248495242049359,0.3896103896103896,2871.0,-0.0397074190177638,1.0,439.0,-0.2118451025056947,1.0,173.0,-0.1734104046242774,1.0,39.0,0.7692307692307693,1.0,0.251948051948052,low,,,etawah,uttar pradesh,False,26.784784,79.021451,Etawah,256790.0,exact,1581810.0
2024,uttar pradesh,etah,61.0,58.0,4050.0,3174.0,334.0,8.30671904320269,0.4025974025974026,8.063062911326792,0.5194805194805194,5.814130531825066,0.1038961038961039,4.127134385045092,0.0519480519480519,4.07753744390572,0.2857142857142857,4760.0,-0.1491596638655462,1.0,361.0,-0.074792243767313,1.0,77.0,-0.2077922077922078,1.0,77.0,-0.2467532467532467,1.0,0.3019480519480519,low,,,etah,uttar pradesh,False,27.5587505,78.662567,Etah,131023.0,exact,1774480.0
2024,uttar pradesh,deoria,24.0,95.0,6599.0,1859.0,74.0,8.794824928014517,0.6883116883116883,7.528331766707247,0.2337662337662337,4.31748811353631,0.0259740259740259,3.218875824868201,0.0389610389610389,4.564348191467836,0.6233766233766234,5671.0,0.1636395697407864,1.0,108.0,-0.3148148148148148,1.0,62.0,-0.6129032258064516,1.0,69.0,0.3768115942028985,1.0,0.4357142857142857,medium,,,deoria,uttar pradesh,False,26.505358,83.784454,Deoria,129570.0,exact,3100946.0
2024,maharashtra,akola,387.0,26.0,4990.0,7234.0,828.0,8.515391569469609,0.4,8.886685639065584,0.76,6.720220155135295,0.52,5.961005339623274,0.54,3.295836866004329,0.36,5582.0,-0.1060551773557864,1.0,836.0,-0.0095693779904306,1.0,318.0,0.2169811320754717,1.0,25.0,0.04,1.0,0.468,medium,,,akola,maharashtra,False,20.7059345,77.0219019,Akola,427618.0,exact,1813906.0
2024,punjab,sangrur,114.0,57.0,2085.0,975.0,193.0,7.643003635560718,0.8,6.883462586413092,0.8,5.267858159063328,0.7428571428571429,4.74493212836325,0.8285714285714286,4.060443010546419,0.9285714285714286,1666.0,0.251500600240096,1.0,171.0,0.1286549707602339,1.0,64.0,0.78125,1.0,39.0,0.4615384615384615,1.0,0.8107142857142857,high,,,sangrur,punjab,False,30.5232076,75.8882508,Malerkotla,135424.0,exact,1655169.0
2024,punjab,ropar,47.0,25.0,932.0,397.0,108.0,6.838405200847344,0.3142857142857143,5.986452005284438,0.2857142857142857,4.691347882229144,0.3428571428571428,3.871201010907891,0.2857142857142857,3.258096538021482,0.7142857142857143,991.0,-0.0595358224016145,1.0,152.0,-0.2894736842105263,1.0,58.0,-0.1896551724137931,1.0,0.0,0.0,1.0,0.3742857142857143,low,,,ropar,punjab,False,,,,,,
2024,madhya pradesh,umaria,196.0,2.0,1084.0,929.0,277.0,6.98933526597456,0.0483870967741935,6.835184586147301,0.1370967741935483,5.627621113690637,0.2258064516129032,5.2832037287379885,0.2903225806451613,1.0986122886681098,0.3951612903225806,1934.0,-0.4395036194415718,1.0,217.0,0.2764976958525346,1.0,153.0,0.2810457516339869,1.0,0.0,0.0,1.0,0.1689516129032258,low,,,umaria,madhya pradesh,False,,,,,,644758.0
