year,state_norm,district_norm,children,cyber,ipc,sll,women,ipc_log,ipc_state_pct,sll_log,sll_state_pct,women_log,women_state_pct,children_log,children_state_pct,cyber_log,cyber_state_pct,ipc_prev,ipc_growth,ipc_gap_years,women_prev,women_growth,women_gap_years,children_prev,children_growth,children_gap_years,cyber_prev,cyber_growth,cyber_gap_years,severity,risk_class,target_severity,target_year
2012,chhattisgarh,dhamtari,38.0,0.0,16040.0,0.0,86.0,9.682903223616842,0.6,0.0,0.5166666666666667,4.465908118654584,0.4,3.6635616461296463,0.43333333333333335,0.0,0.5166666666666667,16040.0,0.0,1.0,112.0,-0.23214285714285715,1.0,72.0,-0.4722222222222222,1.0,0.0,0.0,1.0,0.5225000000000001,medium,0.41083333333333333,2013.0
2013,chhattisgarh,dhamtari,91.0,0.0,1189.0,0.0,133.0,7.081708586105575,0.36666666666666664,0.0,0.5166666666666667,4.897839799950911,0.3333333333333333,4.5217885770490405,0.5,0.0,0.5166666666666667,16040.0,-0.9258728179551122,1.0,86.0,0.5465116279069767,1.0,38.0,1.394736842105263,1.0,0.0,0.0,1.0,0.41083333333333333,medium,0.4482758620689655,2014.0
2014,chhattisgarh,dhamtari,0.0,0.0,1300.0,0.0,275.0,7.170888478512505,0.3793103448275862,0.0,0.5172413793103449,5.62040086571715,0.4827586206896552,0.0,0.5172413793103449,0.0,0.5172413793103449,1189.0,0.09335576114381834,1.0,133.0,1.0676691729323309,1.0,91.0,-1.0,1.0,0.0,0.0,1.0,0.4482758620689655,medium,0.5416666666666667,2020.0
2020,chhattisgarh,dhamtari,146.0,23.0,1819.0,768.0,190.0,7.506591780070841,0.5666666666666667,6.645090969505644,0.5,5.25227342804663,0.4166666666666667,4.990432586778736,0.3333333333333333,3.1780538303479458,0.8,1300.0,0.3992307692307692,6.0,275.0,-0.3090909090909091,6.0,0.0,0.0,6.0,0.0,0.0,6.0,0.5416666666666667,medium,0.6128571428571429,2022.0
2022,chhattisgarh,dhamtari,128.0,15.0,2050.0,1104.0,171.0,7.62608275807238,0.7142857142857143,7.007600613951853,0.5714285714285714,5.147494476813453,0.42857142857142855,4.859812404361672,0.37142857142857144,2.772588722239781,0.7428571428571429,1819.0,0.12699285321605278,2.0,190.0,-0.1,2.0,146.0,-0.1232876712328767,2.0,23.0,-0.34782608695652173,2.0,0.6128571428571429,medium,0.6442857142857144,2023.0
2023,chhattisgarh,dhamtari,147.0,16.0,1852.0,1169.0,192.0,7.52456122628536,0.7142857142857143,7.064759027791802,0.5428571428571428,5.262690188904886,0.5428571428571428,4.997212273764115,0.4857142857142857,2.833213344056216,0.7428571428571429,2050.0,-0.09658536585365854,1.0,171.0,0.12280701754385964,1.0,128.0,0.1484375,1.0,15.0,0.06666666666666667,1.0,0.6442857142857144,medium,0.4957142857142857,2024.0
2024,chhattisgarh,dhamtari,152.0,7.0,1611.0,759.0,173.0,7.385230923066573,0.6,6.633318433280377,0.5428571428571428,5.159055299214529,0.4714285714285714,5.030437921392435,0.42857142857142855,2.0794415416798357,0.22857142857142856,1852.0,-0.13012958963282936,1.0,192.0,-0.09895833333333333,1.0,147.0,0.034013605442176874,1.0,16.0,-0.5625,1.0,0.4957142857142857,medium,,
2010,chhattisgarh,durg,303.0,0.0,87167.0,0.0,578.0,11.375592570069129,0.9354838709677419,0.0,0.5161290322580645,6.361302477572996,0.9354838709677419,5.717027701406222,0.967741935483871,0.0,0.5161290322580645,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.8338709677419355,high,0.8391666666666667,2011.0
2011,chhattisgarh,durg,425.0,0.0,87167.0,0.0,680.0,11.375592570069129,0.9333333333333333,0.0,0.5166666666666667,6.523562306149512,0.9666666666666667,6.054439346269371,0.9666666666666667,0.0,0.5166666666666667,87167.0,0.0,1.0,578.0,0.17647058823529413,1.0,303.0,0.40264026402640263,1.0,0.0,0.0,1.0,0.8391666666666667,high,0.8391666666666667,2012.0
2012,chhattisgarh,durg,317.0,0.0,87167.0,0.0,461.0,11.375592570069129,0.9333333333333333,0.0,0.5166666666666667,6.135564891081739,0.9666666666666667,5.762051382780177,0.9666666666666667,0.0,0.5166666666666667,87167.0,0.0,1.0,680.0,-0.3220588235294118,1.0,425.0,-0.2541176470588235,1.0,0.0,0.0,1.0,0.8391666666666667,high,0.8225000000000001,2013.0
2013,chhattisgarh,durg,371.0,0.0,6892.0,0.0,615.0,8.838261682885651,0.9333333333333333,0.0,0.5166666666666667,6.423246963533519,0.9,5.918893854273146,0.9333333333333333,0.0,0.5166666666666667,87167.0,-0.92093338075189,1.0,461.0,0.33405639913232105,1.0,317.0,0.17034700315457413,1.0,0.0,0.0,1.0,0.8225000000000001,high,0.7931034482758621,2014.0
2014,chhattisgarh,durg,0.0,0.0,6677.0,0.0,1396.0,8.8065738205036,0.9310344827586207,0.0,0.5172413793103449,7.242082359256962,0.9655172413793104,0.0,0.5172413793103449,0.0,0.5172413793103449,6892.0,-0.031195589088798607,1.0,615.0,1.269918699186992,1.0,371.0,-1.0,1.0,0.0,0.0,1.0,0.7931034482758621,high,0.8825000000000001,2020.0
2020,chhattisgarh,durg,489.0,16.0,6950.0,3435.0,659.0,8.846640813100485,0.9,8.142063283104147,0.9,6.492239835020471,0.9333333333333333,6.194405391104672,0.9333333333333333,2.833213344056216,0.7166666666666667,6677.0,0.040886625730118316,6.0,1396.0,-0.5279369627507163,6.0,0.0,0.0,6.0,0.0,0.0,6.0,0.8825000000000001,critical,0.92,2022.0
2022,chhattisgarh,durg,515.0,31.0,7273.0,3615.0,717.0,8.892061625546935,0.9142857142857143,8.193123721512068,0.9428571428571428,6.576469569048224,0.9142857142857143,6.246106765481563,0.9428571428571428,3.4657359027997265,0.9142857142857143,6950.0,0.04647482014388489,2.0,659.0,0.08801213960546282,2.0,489.0,0.053169734151329244,2.0,16.0,0.9375,2.0,0.92,critical,0.9142857142857144,2023.0
2023,chhattisgarh,durg,464.0,30.0,6485.0,2954.0,621.0,8.777401286867264,0.9142857142857143,7.991253929840199,0.8857142857142857,6.432940092739179,0.9142857142857143,6.142037405587356,0.9428571428571428,3.4339872044851463,0.9142857142857143,7273.0,-0.10834593702736148,1.0,717.0,-0.13389121338912133,1.0,515.0,-0.09902912621359224,1.0,31.0,-0.03225806451612903,1.0,0.9142857142857144,critical,0.8485714285714286,2024.0
2024,chhattisgarh,durg,507.0,14.0,7125.0,1965.0,561.0,8.871505346165781,0.9142857142857143,7.583756300707112,0.8571428571428571,6.331501849893691,0.9142857142857143,6.230481447578482,0.9142857142857143,2.70805020110221,0.5142857142857142,6485.0,0.09868928296067848,1.0,621.0,-0.0966183574879227,1.0,464.0,0.09267241379310345,1.0,30.0,-0.5333333333333333,1.0,0.8485714285714286,high,,
2014,chhattisgarh,g r p raipur,0.0,0.0,400.0,0.0,20.0,5.993961427306569,0.13793103448275862,0.0,0.5172413793103449,3.044522437723423,0.034482758620689655,0.0,0.5172413793103449,0.0,0.5172413793103449,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.25,low,,
2010,chhattisgarh,gariyaband,0.0,0.0,1518.0,0.0,0.0,7.325807502595773,0.25806451612903225,0.0,0.5161290322580645,0.0,0.16129032258064516,0.0,0.1935483870967742,0.0,0.5161290322580645,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.2967741935483871,low,0.3741666666666667,2011.0
2011,chhattisgarh,gariyaband,36.0,0.0,1518.0,0.0,66.0,7.325807502595773,0.23333333333333334,0.0,0.5166666666666667,4.204692619390966,0.43333333333333335,3.6109179126442243,0.5333333333333333,0.0,0.5166666666666667,1518.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.3741666666666667,low,0.3141666666666667,2012.0
2012,chhattisgarh,gariyaband,26.0,0.0,1518.0,0.0,61.0,7.325807502595773,0.23333333333333334,0.0,0.5166666666666667,4.127134385045092,0.26666666666666666,3.295836866004329,0.26666666666666666,0.0,0.5166666666666667,1518.0,0.0,1.0,66.0,-0.07575757575757576,1.0,36.0,-0.2777777777777778,1.0,0.0,0.0,1.0,0.3141666666666667,low,0.3291666666666667,2013.0
2013,chhattisgarh,gariyaband,54.0,0.0,866.0,0.0,99.0,6.7650389767805414,0.26666666666666666,0.0,0.5166666666666667,4.605170185988092,0.26666666666666666,4.007333185232471,0.26666666666666666,0.0,0.5166666666666667,1518.0,-0.4295125164690382,1.0,61.0,0.6229508196721312,1.0,26.0,1.0769230769230769,1.0,0.0,0.0,1.0,0.3291666666666667,low,0.3603448275862069,2014.0
2014,chhattisgarh,gariyaband,0.0,0.0,948.0,0.0,213.0,6.855408798609928,0.27586206896551724,0.0,0.5172413793103449,5.365976015021851,0.27586206896551724,0.0,0.5172413793103449,0.0,0.5172413793103449,866.0,0.09468822170900693,1.0,99.0,1.1515151515151516,1.0,54.0,-1.0,1.0,0.0,0.0,1.0,0.3603448275862069,low,0.39916666666666667,2020.0
2020,chhattisgarh,gariyaband,120.0,24.0,1353.0,535.0,133.0,7.21081845347222,0.3333333333333333,6.284134161070802,0.3333333333333333,4.897839799950911,0.26666666666666666,4.795790545596741,0.3,3.2188758248682006,0.8833333333333333,948.0,0.4272151898734177,6.0,213.0,-0.3755868544600939,6.0,0.0,0.0,6.0,0.0,0.0,6.0,0.39916666666666667,low,0.41428571428571426,2022.0
2022,chhattisgarh,gariyaband,103.0,11.0,1478.0,812.0,136.0,7.2991214627108,0.45714285714285713,6.70073110954781,0.4,4.919980925828125,0.2857142857142857,4.6443908991413725,0.2571428571428571,2.4849066497880004,0.5714285714285714,1353.0,0.09238728750923873,2.0,133.0,0.022556390977443608,2.0,120.0,-0.14166666666666666,2.0,24.0,-0.5416666666666666,2.0,0.41428571428571426,medium,0.6042857142857143,2023.0
2023,chhattisgarh,gariyaband,144.0,32.0,1603.0,866.0,182.0,7.38025578842646,0.6285714285714286,6.7650389767805414,0.4857142857142857,5.209486152841421,0.44285714285714284,4.976733742420574,0.42857142857142855,3.4965075614664802,0.9428571428571428,1478.0,0.08457374830852503,1.0,136.0,0.3382352941176471,1.0,103.0,0.39805825242718446,1.0,11.0,1.9090909090909092,1.0,0.6042857142857143,medium,0.4078571428571429,2024.0
2024,chhattisgarh,gariyaband,121.0,13.0,1264.0,970.0,138.0,7.142827401161621,0.4,6.878326468291325,0.5714285714285714,4.9344739331306915,0.3142857142857143,4.804021044733257,0.37142857142857144,2.6390573296152584,0.4714285714285714,1603.0,-0.2114784778540237,1.0,182.0,-0.24175824175824176,1.0,144.0,-0.1597222222222222,1.0,32.0,-0.59375,1.0,0.4078571428571429,medium,,
2020,chhattisgarh,gaurela pendra marwari,83.0,1.0,778.0,255.0,91.0,6.658011045870748,0.2,5.545177444479562,0.23333333333333334,4.5217885770490405,0.2,4.430816798843313,0.2,0.6931471805599453,0.2,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.20333333333333334,low,0.2907142857142857,2022.0
2022,chhattisgarh,gaurela pendra marwari,105.0,8.0,912.0,337.0,124.0,6.816735880594968,0.2571428571428571,5.823045895483019,0.2,4.8283137373023015,0.2571428571428571,4.663439094112067,0.2857142857142857,2.1972245773362196,0.5,778.0,0.17223650385604114,2.0,91.0,0.3626373626373626,2.0,83.0,0.26506024096385544,2.0,1.0,7.0,2.0,0.2907142857142857,low,0.27714285714285714,2023.0
2023,chhattisgarh,gaurela pendra marwari,89.0,8.0,913.0,433.0,112.0,6.81783057145415,0.2571428571428571,6.073044534100405,0.2,4.727387818712341,0.2571428571428571,4.499809670330265,0.2571428571428571,2.1972245773362196,0.42857142857142855,912.0,0.0010964912280701754,1.0,124.0,-0.0967741935483871,1.0,105.0,-0.1523809523809524,1.0,8.0,0.0,1.0,0.27714285714285714,low,0.23857142857142857,2024.0
2024,chhattisgarh,gaurela pendra marwari,90.0,3.0,885.0,195.0,136.0,6.786716950605081,0.2571428571428571,5.278114659230517,0.17142857142857143,4.919980925828125,0.2857142857142857,4.51085950651685,0.22857142857142856,1.3862943611198906,0.17142857142857143,913.0,-0.03066812705366922,1.0,112.0,0.21428571428571427,1.0,89.0,0.011235955056179775,1.0,8.0,-0.625,1.0,0.23857142857142857,low,,
2010,chhattisgarh,grp raipur,7.0,0.0,4007.0,0.0,7.0,8.2960476427647,0.3870967741935484,0.0,0.5161290322580645,2.0794415416798357,0.3225806451612903,2.0794415416798357,0.41935483870967744,0.0,0.5161290322580645,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.4096774193548387,medium,0.3825,2011.0
2011,chhattisgarh,grp raipur,2.0,0.0,4007.0,0.0,5.0,8.2960476427647,0.36666666666666664,0.0,0.5166666666666667,1.791759469228055,0.26666666666666666,1.0986122886681098,0.35,0.0,0.5166666666666667,4007.0,0.0,1.0,7.0,-0.2857142857142857,1.0,7.0,-0.7142857142857143,1.0,0.0,0.0,1.0,0.3825,low,0.3441666666666667,2012.0
2012,chhattisgarh,grp raipur,10.0,0.0,4007.0,0.0,15.0,8.2960476427647,0.36666666666666664,0.0,0.5166666666666667,2.772588722239781,0.16666666666666666,2.3978952727983707,0.16666666666666666,0.0,0.5166666666666667,4007.0,0.0,1.0,5.0,2.0,1.0,2.0,4.0,1.0,0.0,0.0,1.0,0.3441666666666667,low,0.2125,2013.0
2013,chhattisgarh,grp raipur,6.0,0.0,266.0,0.0,7.0,5.58724865840025,0.13333333333333333,0.0,0.5166666666666667,2.0794415416798357,0.06666666666666667,1.9459101490553132,0.1,0.0,0.5166666666666667,4007.0,-0.9336161716995258,1.0,15.0,-0.5333333333333333,1.0,10.0,-0.4,1.0,0.0,0.0,1.0,0.2125,low,0.07416666666666667,2020.0
2020,chhattisgarh,grp raipur,13.0,0.0,289.0,69.0,11.0,5.66988092298052,0.1,4.248495242049359,0.06666666666666667,2.4849066497880004,0.03333333333333333,2.6390573296152584,0.03333333333333333,0.0,0.08333333333333333,266.0,0.08646616541353383,7.0,7.0,0.5714285714285714,7.0,6.0,1.1666666666666667,7.0,0.0,0.0,7.0,0.07416666666666667,low,0.07428571428571429,2022.0
2022,chhattisgarh,grp raipur,9.0,0.0,391.0,100.0,10.0,5.971261839790462,0.11428571428571428,4.61512051684126,0.05714285714285714,2.3978952727983707,0.02857142857142857,2.302585092994046,0.02857142857142857,0.0,0.05714285714285714,289.0,0.35294117647058826,2.0,11.0,-0.09090909090909091,2.0,13.0,-0.3076923076923077,2.0,0.0,0.0,2.0,0.07428571428571429,low,0.09857142857142859,2023.0
2023,chhattisgarh,grp raipur,3.0,0.0,479.0,130.0,7.0,6.173786103901937,0.17142857142857143,4.875197323201151,0.08571428571428572,2.0794415416798357,0.02857142857142857,1.3862943611198906,0.02857142857142857,0.0,0.02857142857142857,391.0,0.22506393861892582,1.0,10.0,-0.3,1.0,9.0,-0.6666666666666666,1.0,0.0,0.0,1.0,0.09857142857142859,low,0.11071428571428572,2024.0
2024,chhattisgarh,grp raipur,9.0,1.0,431.0,91.0,12.0,6.068425588244111,0.17142857142857143,4.5217885770490405,0.05714285714285714,2.5649493574615367,0.02857142857142857,2.302585092994046,0.02857142857142857,0.6931471805599453,0.12857142857142856,479.0,-0.10020876826722339,1.0,7.0,0.7142857142857143,1.0,3.0,2.0,1.0,0.0,0.0,1.0,0.11071428571428572,low,,
2010,chhattisgarh,jagdalpur,69.0,0.0,24443.0,0.0,127.0,10.104140066014805,0.7096774193548387,0.0,0.5161290322580645,4.852030263919617,0.5483870967741935,4.248495242049359,0.6774193548387096,0.0,0.5161290322580645,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.6258064516129033,medium,0.5941666666666666,2011.0
2011,chhattisgarh,jagdalpur,8.0,0.0,24443.0,0.0,128.0,10.104140066014805,0.7,0.0,0.5166666666666667,4.859812404361672,0.5333333333333333,2.1972245773362196,0.43333333333333335,0.0,0.5166666666666667,24443.0,0.0,1.0,127.0,0.007874015748031496,1.0,69.0,-0.8840579710144928,1.0,0.0,0.0,1.0,0.5941666666666666,medium,0.5541666666666667,2012.0
2012,chhattisgarh,jagdalpur,37.0,0.0,24443.0,0.0,74.0,10.104140066014805,0.7,0.0,0.5166666666666667,4.31748811353631,0.35,3.6375861597263857,0.4,0.0,0.5166666666666667,24443.0,0.0,1.0,128.0,-0.421875,1.0,8.0,3.625,1.0,0.0,0.0,1.0,0.5541666666666667,medium,0.48250000000000004,2013.0
2013,chhattisgarh,jagdalpur,76.0,0.0,1448.0,0.0,142.0,7.278628942320682,0.5333333333333333,0.0,0.5166666666666667,4.962844630259907,0.4,4.343805421853684,0.3333333333333333,0.0,0.5166666666666667,24443.0,-0.9407601358262079,1.0,74.0,0.918918918918919,1.0,37.0,1.054054054054054,1.0,0.0,0.0,1.0,0.48250000000000004,medium,0.4793103448275862,2014.0
2014,chhattisgarh,jagdalpur,0.0,0.0,1580.0,0.0,236.0,7.365812837209472,0.5172413793103449,0.0,0.5172413793103449,5.4680601411351315,0.3275862068965517,0.0,0.5172413793103449,0.0,0.5172413793103449,1448.0,0.09116022099447514,1.0,142.0,0.6619718309859155,1.0,76.0,-1.0,1.0,0.0,0.0,1.0,0.4793103448275862,medium,0.47916666666666674,2020.0
2020,chhattisgarh,jagdalpur,164.0,24.0,1483.0,416.0,197.0,7.302496423727326,0.4,6.0330862217988015,0.26666666666666666,5.288267030694535,0.4666666666666667,5.10594547390058,0.4666666666666667,3.2188758248682006,0.8833333333333333,1580.0,-0.06139240506329114,6.0,236.0,-0.1652542372881356,6.0,0.0,0.0,6.0,0.0,0.0,6.0,0.47916666666666674,medium,0.5,2022.0
2022,chhattisgarh,jagdalpur,134.0,38.0,1454.0,595.0,175.0,7.282761179605593,0.42857142857142855,6.39024066706535,0.34285714285714286,5.170483995038151,0.45714285714285713,4.90527477843843,0.4,3.6635616461296463,0.9428571428571428,1483.0,-0.019554956169925825,2.0,197.0,-0.1116751269035533,2.0,164.0,-0.18292682926829268,2.0,24.0,0.5833333333333334,2.0,0.5,medium,0.5185714285714286,2023.0
2023,chhattisgarh,jagdalpur,129.0,29.0,1364.0,813.0,169.0,7.21890970761906,0.5142857142857142,6.70196036600254,0.45714285714285713,5.135798437050262,0.37142857142857144,4.867534450455582,0.34285714285714286,3.4011973816621555,0.8857142857142857,1454.0,-0.061898211829436035,1.0,175.0,-0.03428571428571429,1.0,134.0,-0.03731343283582089,1.0,38.0,-0.23684210526315788,1.0,0.5185714285714286,medium,0.6121428571428571,2024.0
2024,chhattisgarh,jagdalpur,163.0,47.0,1701.0,737.0,184.0,7.43955930913332,0.6285714285714286,6.6039438246004725,0.45714285714285713,5.220355825078324,0.5142857142857142,5.099866427824199,0.45714285714285713,3.871201010907891,0.9,1364.0,0.2470674486803519,1.0,169.0,0.08875739644970414,1.0,129.0,0.26356589147286824,1.0,29.0,0.6206896551724138,1.0,0.6121428571428571,medium,,
2010,chhattisgarh,janjgir,81.0,0.0,31993.0,0.0,257.0,10.373303664201542,0.8387096774193549,0.0,0.5161290322580645,5.552959584921617,0.8387096774193549,4.406719247264253,0.7741935483870968,0.0,0.5161290322580645,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.7516129032258064,high,0.7608333333333334,2011.0
2011,chhattisgarh,janjgir,99.0,0.0,31993.0,0.0,291.0,10.373303664201542,0.8333333333333334,0.0,0.5166666666666667,5.676753802268282,0.8666666666666667,4.605170185988092,0.8333333333333334,0.0,0.5166666666666667,31993.0,0.0,1.0,257.0,0.13229571984435798,1.0,81.0,0.2222222222222222,1.0,0.0,0.0,1.0,0.7608333333333334,high,0.7675,2012.0
2012,chhattisgarh,janjgir,132.0,0.0,31993.0,0.0,303.0,10.373303664201542,0.8333333333333334,0.0,0.5166666666666667,5.717027701406222,0.8666666666666667,4.890349128221754,0.9,0.0,0.5166666666666667,31993.0,0.0,1.0,291.0,0.041237113402061855,1.0,99.0,0.3333333333333333,1.0,0.0,0.0,1.0,0.7675,high,0.7825,2013.0
2013,chhattisgarh,janjgir,336.0,0.0,3470.0,0.0,535.0,8.152198015861787,0.8666666666666667,0.0,0.5166666666666667,6.284134161070802,0.8666666666666667,5.820082930352362,0.9,0.0,0.5166666666666667,31993.0,-0.8915387741068359,1.0,303.0,0.7656765676567657,1.0,132.0,1.5454545454545454,1.0,0.0,0.0,1.0,0.7825,high,0.7413793103448275,2014.0
2014,chhattisgarh,janjgir,0.0,0.0,3401.0,0.0,783.0,8.132118772955806,0.8620689655172413,0.0,0.5172413793103449,6.664409020350408,0.8620689655172413,0.0,0.5172413793103449,0.0,0.5172413793103449,3470.0,-0.01988472622478386,1.0,535.0,0.4635514018691589,1.0,336.0,-1.0,1.0,0.0,0.0,1.0,0.7413793103448275,high,0.7775000000000001,2020.0
2020,chhattisgarh,janjgir,458.0,5.0,3926.0,2622.0,523.0,8.27563105457801,0.8333333333333334,7.872073979866873,0.8,6.261491684321042,0.9,6.129050210060545,0.9,1.791759469228055,0.35,3401.0,0.15436636283446045,6.0,783.0,-0.33205619412515963,6.0,0.0,0.0,6.0,0.0,0.0,6.0,0.7775000000000001,high,0.8164285714285714,2022.0
2022,chhattisgarh,janjgir,376.0,17.0,3032.0,1774.0,443.0,8.017307507688582,0.8,7.4815557019095165,0.7142857142857143,6.095824562432225,0.8857142857142857,5.932245187448011,0.9,2.8903717578961645,0.7857142857142857,3926.0,-0.22771268466632705,2.0,523.0,-0.15296367112810708,2.0,458.0,-0.17903930131004367,2.0,5.0,2.4,2.0,0.8164285714285714,high,0.8357142857142857,2023.0
2023,chhattisgarh,janjgir,350.0,19.0,3235.0,1641.0,464.0,8.082093278178382,0.8571428571428571,7.403670290012373,0.6857142857142857,6.142037405587356,0.8857142857142857,5.860786223465865,0.8857142857142857,2.995732273553991,0.7714285714285715,3032.0,0.06695250659630607,1.0,443.0,0.04740406320541761,1.0,376.0,-0.06914893617021277,1.0,17.0,0.11764705882352941,1.0,0.8357142857142857,high,0.8392857142857143,2024.0
2024,chhattisgarh,janjgir,391.0,33.0,3350.0,1793.0,442.0,8.11701408773731,0.8571428571428571,7.492203042618741,0.8285714285714286,6.093569770045136,0.8571428571428571,5.971261839790462,0.8571428571428571,3.5263605246161616,0.7571428571428571,3235.0,0.03554868624420402,1.0,464.0,-0.04741379310344827,1.0,350.0,0.11714285714285715,1.0,19.0,0.7368421052631579,1.0,0.8392857142857143,high,,
2010,chhattisgarh,jashpur,49.0,0.0,12327.0,0.0,173.0,9.419628376999952,0.5483870967741935,0.0,0.5161290322580645,5.159055299214529,0.6774193548387096,3.912023005428146,0.6451612903225806,0.0,0.5161290322580645,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.5758064516129032,medium,0.5741666666666666,2011.0
2011,chhattisgarh,jashpur,37.0,0.0,12327.0,0.0,219.0,9.419628376999952,0.5333333333333333,0.0,0.5166666666666667,5.393627546352362,0.7333333333333333,3.6375861597263857,0.5833333333333334,0.0,0.5166666666666667,12327.0,0.0,1.0,173.0,0.2658959537572254,1.0,49.0,-0.24489795918367346,1.0,0.0,0.0,1.0,0.5741666666666666,medium,0.5658333333333333,2012.0
2012,chhattisgarh,jashpur,74.0,0.0,12327.0,0.0,161.0,9.419628376999952,0.5333333333333333,0.0,0.5166666666666667,5.087596335232384,0.6,4.31748811353631,0.7666666666666667,0.0,0.5166666666666667,12327.0,0.0,1.0,219.0,-0.2648401826484018,1.0,37.0,1.0,1.0,0.0,0.0,1.0,0.5658333333333333,medium,0.5291666666666667,2013.0
2013,chhattisgarh,jashpur,156.0,0.0,1273.0,0.0,212.0,7.149916836132109,0.4666666666666667,0.0,0.5166666666666667,5.3612921657094255,0.5666666666666667,5.056245805348308,0.7666666666666667,0.0,0.5166666666666667,12327.0,-0.8967307536302426,1.0,161.0,0.3167701863354037,1.0,74.0,1.1081081081081081,1.0,0.0,0.0,1.0,0.5291666666666667,medium,0.38620689655172413,2014.0
2014,chhattisgarh,jashpur,0.0,0.0,1225.0,0.0,236.0,7.111512116496157,0.3103448275862069,0.0,0.5172413793103449,5.4680601411351315,0.3275862068965517,0.0,0.5172413793103449,0.0,0.5172413793103449,1273.0,-0.037706205813040065,1.0,212.0,0.11320754716981132,1.0,156.0,-1.0,1.0,0.0,0.0,1.0,0.38620689655172413,low,0.39416666666666667,2020.0
2020,chhattisgarh,jashpur,212.0,0.0,1433.0,620.0,275.0,7.2682230211595655,0.36666666666666664,6.431331081933479,0.4,5.62040086571715,0.5666666666666667,5.3612921657094255,0.6333333333333333,0.0,0.08333333333333333,1225.0,0.16979591836734695,6.0,236.0,0.1652542372881356,6.0,0.0,0.0,6.0,0.0,0.0,6.0,0.39416666666666667,low,0.5414285714285714,2022.0
2022,chhattisgarh,jashpur,206.0,6.0,1506.0,818.0,290.0,7.317876198626496,0.5142857142857142,6.70808408385307,0.42857142857142855,5.673323267171493,0.6857142857142857,5.332718793265369,0.7428571428571429,1.9459101490553132,0.37142857142857144,1433.0,0.050942079553384506,2.0,275.0,0.05454545454545454,2.0,212.0,-0.02830188679245283,2.0,0.0,0.0,2.0,0.5414285714285714,medium,0.5292857142857142,2023.0
2023,chhattisgarh,jashpur,172.0,15.0,1290.0,935.0,206.0,7.1631723908466425,0.4,6.841615476477592,0.5142857142857142,5.332718793265369,0.6142857142857143,5.153291594497779,0.7,2.772588722239781,0.7,1506.0,-0.14342629482071714,1.0,290.0,-0.2896551724137931,1.0,206.0,-0.1650485436893204,1.0,6.0,1.5,1.0,0.5292857142857142,medium,0.5428571428571428,2024.0
2024,chhattisgarh,jashpur,220.0,24.0,1376.0,561.0,252.0,7.227662498728654,0.45714285714285713,6.331501849893691,0.37142857142857144,5.53338948872752,0.6571428571428571,5.3981627015177525,0.6571428571428571,3.2188758248682006,0.6857142857142857,1290.0,0.06666666666666667,1.0,206.0,0.22330097087378642,1.0,172.0,0.27906976744186046,1.0,15.0,0.6,1.0,0.5428571428571428,medium,,
2010,chhattisgarh,kabirdham,43.0,0.0,13753.0,0.0,138.0,9.529084969879781,0.5806451612903226,0.0,0.5161290322580645,4.9344739331306915,0.5806451612903226,3.784189633918261,0.6129032258064516,0.0,0.5161290322580645,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.567741935483871,medium,0.5358333333333334,2011.0
2011,chhattisgarh,kabirdham,37.0,0.0,13753.0,0.0,105.0,9.529084969879781,0.5666666666666667,0.0,0.5166666666666667,4.663439094112067,0.4666666666666667,3.6375861597263857,0.5833333333333334,0.0,0.5166666666666667,13753.0,0.0,1.0,138.0,-0.2391304347826087,1.0,43.0,-0.13953488372093023,1.0,0.0,0.0,1.0,0.5358333333333334,medium,0.5275000000000001,2012.0
2012,chhattisgarh,kabirdham,40.0,0.0,13753.0,0.0,117.0,9.529084969879781,0.5666666666666667,0.0,0.5166666666666667,4.770684624465665,0.48333333333333334,3.713572066704308,0.4666666666666667,0.0,0.5166666666666667,13753.0,0.0,1.0,105.0,0.11428571428571428,1.0,37.0,0.08108108108108109,1.0,0.0,0.0,1.0,0.5275000000000001,medium,0.46416666666666667,2013.0
2013,chhattisgarh,kabirdham,41.0,0.0,1383.0,0.0,148.0,7.232733136177615,0.5,0.0,0.5166666666666667,5.003946305945459,0.43333333333333335,3.7376696182833684,0.23333333333333334,0.0,0.5166666666666667,13753.0,-0.8994401221551661,1.0,117.0,0.26495726495726496,1.0,40.0,0.025,1.0,0.0,0.0,1.0,0.46416666666666667,medium,0.5224137931034483,2014.0
