year,state_norm,district_norm,children,cyber,ipc,sll,women,ipc_log,ipc_state_pct,sll_log,sll_state_pct,women_log,women_state_pct,children_log,children_state_pct,cyber_log,cyber_state_pct,ipc_prev,ipc_growth,ipc_gap_years,women_prev,women_growth,women_gap_years,children_prev,children_growth,children_gap_years,cyber_prev,cyber_growth,cyber_gap_years,severity,risk_class,target_severity,target_year
2013,maharashtra,total,6410.0,0.0,0.0,0.0,0.0,0.0,0.02127659574468085,0.0,0.5106382978723404,0.0,0.02127659574468085,8.765770543987257,1.0,0.0,0.5106382978723404,2273436.0,-1.0,1.0,15952.0,-1.0,1.0,3456.0,0.8547453703703703,1.0,0.0,0.0,1.0,0.24148936170212765,low,0.8287234042553191,2014.0
2014,maharashtra,total,0.0,0.0,249834.0,0.0,49167.0,12.428555978948504,1.0,0.0,0.5106382978723404,10.802998284370267,1.0,0.0,0.5106382978723404,0.0,0.5106382978723404,0.0,0.0,1.0,0.0,0.0,1.0,6410.0,-1.0,1.0,0.0,0.0,1.0,0.8287234042553191,high,,
2020,maharashtra,total districts,17261.0,5562.0,367218.0,173582.0,39526.0,12.813713679309243,1.0,12.064411150146016,1.0,10.584739261683007,1.0,9.756262832779603,1.0,8.623892810075294,1.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,1.0,critical,1.0,2022.0
2022,maharashtra,total districts,20762.0,8249.0,374038.0,182974.0,45331.0,12.832115349034956,1.0,12.117104810469428,1.0,10.72176846385284,1.0,9.940927835509973,1.0,9.017968479328726,1.0,367218.0,0.018572074353653687,2.0,39526.0,0.1468653544502353,2.0,17261.0,0.20282718266612595,2.0,5562.0,0.48309960445882777,2.0,1.0,critical,1.0,2023.0
2023,maharashtra,total districts,22390.0,8103.0,385623.0,210480.0,47101.0,12.862618080445559,1.0,12.257150666748117,1.0,10.760070741947999,1.0,10.016414371391338,1.0,9.000113045928519,1.0,374038.0,0.030972788861024815,1.0,45331.0,0.039046127374203085,1.0,20762.0,0.07841248434640208,1.0,8249.0,-0.017699115044247787,1.0,1.0,critical,1.0,2024.0
2024,maharashtra,total districts,24171.0,9922.0,383044.0,226779.0,47954.0,12.85590775473355,1.0,12.33173566352583,1.0,10.778018350162052,1.0,10.09295021748145,1.0,9.202610573914242,1.0,385623.0,-0.006687879094348625,1.0,47101.0,0.01811001889556485,1.0,22390.0,0.07954443948191156,1.0,8103.0,0.22448475873133408,1.0,1.0,critical,,
2010,maharashtra,wardha,36.0,0.0,45933.0,0.0,337.0,10.73496086257636,0.5531914893617021,0.0,0.5106382978723404,5.823045895483019,0.574468085106383,3.6109179126442243,0.40425531914893614,0.0,0.5106382978723404,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.5319148936170213,medium,0.4914893617021277,2011.0
2011,maharashtra,wardha,38.0,0.0,45933.0,0.0,255.0,10.73496086257636,0.5531914893617021,0.0,0.5106382978723404,5.545177444479562,0.3829787234042553,3.6635616461296463,0.3829787234042553,0.0,0.5106382978723404,45933.0,0.0,1.0,337.0,-0.2433234421364985,1.0,36.0,0.05555555555555555,1.0,0.0,0.0,1.0,0.4914893617021277,medium,0.5234042553191489,2012.0
2012,maharashtra,wardha,70.0,0.0,45933.0,0.0,247.0,10.73496086257636,0.5531914893617021,0.0,0.5106382978723404,5.5134287461649825,0.40425531914893614,4.2626798770413155,0.6595744680851063,0.0,0.5106382978723404,45933.0,0.0,1.0,255.0,-0.03137254901960784,1.0,38.0,0.8421052631578947,1.0,0.0,0.0,1.0,0.5234042553191489,medium,0.5340425531914894,2013.0
2013,maharashtra,wardha,171.0,0.0,3959.0,0.0,499.0,8.283999304248526,0.46808510638297873,0.0,0.5106382978723404,6.214608098422191,0.6063829787234043,5.147494476813453,0.7446808510638298,0.0,0.5106382978723404,45933.0,-0.9138092438987221,1.0,247.0,1.0202429149797572,1.0,70.0,1.4428571428571428,1.0,0.0,0.0,1.0,0.5340425531914894,medium,0.425531914893617,2014.0
2014,maharashtra,wardha,0.0,0.0,3687.0,0.0,535.0,8.212839584676484,0.425531914893617,0.0,0.5106382978723404,6.284134161070802,0.2765957446808511,0.0,0.5106382978723404,0.0,0.5106382978723404,3959.0,-0.06870421823692852,1.0,499.0,0.07214428857715431,1.0,171.0,-1.0,1.0,0.0,0.0,1.0,0.425531914893617,medium,0.5115000000000001,2020.0
2020,maharashtra,wardha,216.0,47.0,6087.0,8202.0,413.0,8.714074899541522,0.5,9.01225522000275,0.92,6.025865973825314,0.34,5.37989735354046,0.44,3.871201010907891,0.55,3687.0,0.6509357200976403,6.0,535.0,-0.22803738317757008,6.0,0.0,0.0,6.0,0.0,0.0,6.0,0.5115000000000001,medium,0.558,2022.0
2022,maharashtra,wardha,269.0,54.0,7243.0,8773.0,504.0,8.887928819003305,0.6,9.07954808172616,0.94,6.22455842927536,0.36,5.598421958998375,0.44,4.007333185232471,0.52,6087.0,0.18991292919336292,2.0,413.0,0.22033898305084745,2.0,216.0,0.24537037037037038,2.0,47.0,0.14893617021276595,2.0,0.558,medium,0.5385000000000001,2023.0
2023,maharashtra,wardha,268.0,66.0,7482.0,9312.0,409.0,8.920389060080359,0.56,9.139166552521658,0.94,6.016157159698354,0.26,5.594711379601839,0.4,4.204692619390966,0.67,7243.0,0.03299737677757835,1.0,504.0,-0.1884920634920635,1.0,269.0,-0.0037174721189591076,1.0,54.0,0.2222222222222222,1.0,0.5385000000000001,medium,0.5810000000000001,2024.0
2024,maharashtra,wardha,268.0,68.0,7604.0,10595.0,412.0,8.936561204693394,0.66,9.26823185039196,0.94,6.023447592961033,0.26,5.594711379601839,0.36,4.23410650459726,0.68,7482.0,0.016305800588078054,1.0,409.0,0.007334963325183374,1.0,268.0,0.0,1.0,66.0,0.030303030303030304,1.0,0.5810000000000001,medium,,
2010,maharashtra,washim,24.0,0.0,25088.0,0.0,199.0,10.130184782049636,0.2127659574468085,0.0,0.5106382978723404,5.298317366548036,0.2978723404255319,3.2188758248682006,0.23404255319148937,0.0,0.5106382978723404,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.30638297872340425,low,0.3404255319148936,2011.0
2011,maharashtra,washim,37.0,0.0,25088.0,0.0,256.0,10.130184782049636,0.2127659574468085,0.0,0.5106382978723404,5.54907608489522,0.4148936170212766,3.6375861597263857,0.3404255319148936,0.0,0.5106382978723404,25088.0,0.0,1.0,199.0,0.2864321608040201,1.0,24.0,0.5416666666666666,1.0,0.0,0.0,1.0,0.3404255319148936,low,0.3617021276595745,2012.0
2012,maharashtra,washim,44.0,0.0,25088.0,0.0,300.0,10.130184782049636,0.2127659574468085,0.0,0.5106382978723404,5.707110264748875,0.48936170212765956,3.8066624897703196,0.40425531914893614,0.0,0.5106382978723404,25088.0,0.0,1.0,256.0,0.171875,1.0,37.0,0.1891891891891892,1.0,0.0,0.0,1.0,0.3617021276595745,low,0.3617021276595745,2013.0
2013,maharashtra,washim,90.0,0.0,2513.0,0.0,374.0,7.829630389150193,0.2553191489361702,0.0,0.5106382978723404,5.926926025970411,0.3829787234042553,4.51085950651685,0.425531914893617,0.0,0.5106382978723404,25088.0,-0.8998325892857143,1.0,300.0,0.24666666666666667,1.0,44.0,1.0454545454545454,1.0,0.0,0.0,1.0,0.3617021276595745,low,0.3521276595744681,2014.0
2014,maharashtra,washim,0.0,0.0,2579.0,0.0,586.0,7.855544677915663,0.23404255319148937,0.0,0.5106382978723404,6.375024819828097,0.3404255319148936,0.0,0.5106382978723404,0.0,0.5106382978723404,2513.0,0.02626343016315161,1.0,374.0,0.5668449197860963,1.0,90.0,-1.0,1.0,0.0,0.0,1.0,0.3521276595744681,low,0.34850000000000003,2020.0
2020,maharashtra,washim,114.0,14.0,5250.0,3315.0,468.0,8.566173813637858,0.4,8.106514516255185,0.56,6.150602768446279,0.38,4.74493212836325,0.14,2.70805020110221,0.15,2579.0,1.035672741372625,6.0,586.0,-0.20136518771331058,6.0,0.0,0.0,6.0,0.0,0.0,6.0,0.34850000000000003,low,0.3145,2022.0
2022,maharashtra,washim,149.0,14.0,3673.0,3708.0,538.0,8.20903626577507,0.3,8.21851757748959,0.62,6.289715570908998,0.38,5.0106352940962555,0.16,2.70805020110221,0.17,5250.0,-0.30038095238095236,2.0,468.0,0.14957264957264957,2.0,114.0,0.30701754385964913,2.0,14.0,0.0,2.0,0.3145,low,0.29900000000000004,2023.0
2023,maharashtra,washim,150.0,11.0,4499.0,3573.0,519.0,8.411832675758411,0.3,8.181440695719374,0.54,6.253828811575473,0.36,5.017279836814924,0.14,2.4849066497880004,0.16,3673.0,0.22488429077048733,1.0,538.0,-0.03531598513011153,1.0,149.0,0.006711409395973154,1.0,14.0,-0.21428571428571427,1.0,0.29900000000000004,low,0.304,2024.0
2024,maharashtra,washim,162.0,12.0,4060.0,3565.0,486.0,8.309184527686298,0.34,8.179199798423086,0.44,6.18826412308259,0.32,5.093750200806762,0.16,2.5649493574615367,0.18,4499.0,-0.09757723938653035,1.0,519.0,-0.06358381502890173,1.0,150.0,0.08,1.0,11.0,0.09090909090909091,1.0,0.304,low,,
2010,maharashtra,yavatmal,104.0,0.0,58921.0,0.0,413.0,10.983969814331768,0.7872340425531915,0.0,0.5106382978723404,6.025865973825314,0.6595744680851063,4.653960350157523,0.8723404255319149,0.0,0.5106382978723404,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.7010638297872341,high,0.7180851063829788,2011.0
2011,maharashtra,yavatmal,102.0,0.0,58921.0,0.0,451.0,10.983969814331768,0.7872340425531915,0.0,0.5106382978723404,6.113682179832232,0.7872340425531915,4.634728988229636,0.7872340425531915,0.0,0.5106382978723404,58921.0,0.0,1.0,413.0,0.09200968523002422,1.0,104.0,-0.019230769230769232,1.0,0.0,0.0,1.0,0.7180851063829788,high,0.7414893617021278,2012.0
2012,maharashtra,yavatmal,106.0,0.0,58921.0,0.0,598.0,10.983969814331768,0.7872340425531915,0.0,0.5106382978723404,6.395261598115449,0.8723404255319149,4.672828834461906,0.851063829787234,0.0,0.5106382978723404,58921.0,0.0,1.0,451.0,0.3259423503325942,1.0,102.0,0.0392156862745098,1.0,0.0,0.0,1.0,0.7414893617021278,high,0.8085106382978724,2013.0
2013,maharashtra,yavatmal,180.0,0.0,12567.0,0.0,1740.0,9.438909179935457,0.9148936170212766,0.0,0.5106382978723404,7.462214939768189,0.9574468085106383,5.198497031265826,0.776595744680851,0.0,0.5106382978723404,58921.0,-0.7867144142156447,1.0,598.0,1.9096989966555185,1.0,106.0,0.6981132075471698,1.0,0.0,0.0,1.0,0.8085106382978724,high,0.7542553191489362,2014.0
2014,maharashtra,yavatmal,0.0,0.0,9951.0,0.0,2040.0,9.20552881497896,0.8723404255319149,0.0,0.5106382978723404,7.621195162809845,0.9148936170212766,0.0,0.5106382978723404,0.0,0.5106382978723404,12567.0,-0.20816423967534017,1.0,1740.0,0.1724137931034483,1.0,180.0,-1.0,1.0,0.0,0.0,1.0,0.7542553191489362,high,0.699,2020.0
2020,maharashtra,yavatmal,327.0,25.0,9500.0,8424.0,931.0,9.15915233520675,0.78,9.038958755220563,0.94,6.837332814685591,0.68,5.793013608384144,0.7,3.258096538021482,0.32,9951.0,-0.04532207818309718,6.0,2040.0,-0.5436274509803921,6.0,0.0,0.0,6.0,0.0,0.0,6.0,0.699,medium,0.749,2022.0
2022,maharashtra,yavatmal,433.0,31.0,11327.0,10611.0,1159.0,9.3350328159335,0.86,9.26974071525763,0.96,7.05617528410041,0.74,6.073044534100405,0.7,3.4657359027997265,0.32,9500.0,0.19231578947368422,2.0,931.0,0.24489795918367346,2.0,327.0,0.3241590214067278,2.0,25.0,0.24,2.0,0.749,high,0.75,2023.0
2023,maharashtra,yavatmal,318.0,48.0,11894.0,11989.0,1168.0,9.383873422737057,0.84,9.39182824802156,0.96,7.063903961472068,0.74,5.765191102784844,0.47,3.8918202981106265,0.54,11327.0,0.050057385009269886,1.0,1159.0,0.007765314926660914,1.0,433.0,-0.26558891454965355,1.0,31.0,0.5483870967741935,1.0,0.75,high,0.7005,2024.0
2024,maharashtra,yavatmal,483.0,2.0,10778.0,13051.0,1168.0,9.285355075781629,0.84,9.47669665771321,0.96,7.063903961472068,0.74,6.182084906716632,0.68,1.0986122886681098,0.07,11894.0,-0.093828821254414,1.0,1168.0,0.0,1.0,318.0,0.5188679245283019,1.0,48.0,-0.9583333333333334,1.0,0.7005,high,,
2013,maharashtra,zz total,0.0,0.0,234385.0,0.0,24563.0,12.364724607938811,1.0,0.0,0.5106382978723404,10.10903723544929,1.0,0.0,0.02127659574468085,0.0,0.5106382978723404,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.7797872340425531,high,,
2010,manipur,bishnupur,10.0,0.0,3612.0,0.0,29.0,8.19229373114764,0.5833333333333334,0.0,0.5416666666666666,3.4011973816621555,0.6666666666666666,2.3978952727983707,0.6666666666666666,0.0,0.5416666666666666,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.5979166666666668,medium,0.5979166666666668,2011.0
2011,manipur,bishnupur,8.0,0.0,3612.0,0.0,27.0,8.19229373114764,0.5833333333333334,0.0,0.5416666666666666,3.332204510175204,0.6666666666666666,2.1972245773362196,0.6666666666666666,0.0,0.5416666666666666,3612.0,0.0,1.0,29.0,-0.06896551724137931,1.0,10.0,-0.2,1.0,0.0,0.0,1.0,0.5979166666666668,medium,0.5979166666666668,2012.0
2012,manipur,bishnupur,10.0,0.0,3612.0,0.0,25.0,8.19229373114764,0.5833333333333334,0.0,0.5416666666666666,3.258096538021482,0.6666666666666666,2.3978952727983707,0.6666666666666666,0.0,0.5416666666666666,3612.0,0.0,1.0,27.0,-0.07407407407407407,1.0,8.0,0.25,1.0,0.0,0.0,1.0,0.5979166666666668,medium,0.6354166666666667,2013.0
2013,manipur,bishnupur,11.0,0.0,234.0,0.0,15.0,5.459585514144159,0.6666666666666666,0.0,0.5416666666666666,2.772588722239781,0.6666666666666666,2.4849066497880004,0.6666666666666666,0.0,0.5416666666666666,3612.0,-0.9352159468438538,1.0,25.0,-0.4,1.0,10.0,0.1,1.0,0.0,0.0,1.0,0.6354166666666667,medium,0.6045454545454546,2014.0
2014,manipur,bishnupur,0.0,0.0,307.0,0.0,40.0,5.730099782973574,0.6363636363636364,0.0,0.5454545454545454,3.713572066704308,0.6363636363636364,0.0,0.5454545454545454,0.0,0.5454545454545454,234.0,0.31196581196581197,1.0,15.0,1.6666666666666667,1.0,11.0,-1.0,1.0,0.0,0.0,1.0,0.6045454545454546,medium,0.7118421052631579,2020.0
2020,manipur,bishnupur,16.0,0.0,159.0,78.0,29.0,5.075173815233827,0.7894736842105263,4.3694478524670215,0.8421052631578947,3.4011973816621555,0.7368421052631579,2.833213344056216,0.7368421052631579,0.0,0.34210526315789475,307.0,-0.4820846905537459,6.0,40.0,-0.275,6.0,0.0,0.0,6.0,0.0,0.0,6.0,0.7118421052631579,high,0.7276315789473685,2022.0
2022,manipur,bishnupur,9.0,0.0,195.0,84.0,20.0,5.278114659230517,0.7894736842105263,4.442651256490317,0.7894736842105263,3.044522437723423,0.7894736842105263,2.302585092994046,0.6842105263157895,0.0,0.4473684210526316,159.0,0.22641509433962265,2.0,29.0,-0.3103448275862069,2.0,16.0,-0.4375,2.0,0.0,0.0,2.0,0.7276315789473685,high,0.7210526315789474,2023.0
2023,manipur,bishnupur,12.0,0.0,2766.0,41.0,19.0,7.925518979786926,0.7894736842105263,3.7376696182833684,0.631578947368421,2.995732273553991,0.7894736842105263,2.5649493574615367,0.8157894736842105,0.0,0.42105263157894735,195.0,13.184615384615384,1.0,20.0,-0.05,1.0,9.0,0.3333333333333333,1.0,0.0,0.0,1.0,0.7210526315789474,high,0.6697368421052632,2024.0
2024,manipur,bishnupur,9.0,0.0,289.0,53.0,13.0,5.66988092298052,0.6842105263157895,3.9889840465642745,0.7368421052631579,2.6390573296152584,0.7368421052631579,2.302585092994046,0.7368421052631579,0.0,0.4473684210526316,2766.0,-0.8955169920462762,1.0,19.0,-0.3157894736842105,1.0,12.0,-0.25,1.0,0.0,0.0,1.0,0.6697368421052632,medium,,
2014,manipur,c i d,0.0,0.0,0.0,0.0,0.0,0.0,0.09090909090909091,0.0,0.5454545454545454,0.0,0.09090909090909091,0.0,0.5454545454545454,0.0,0.5454545454545454,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.24999999999999997,low,,
2010,manipur,chandel,1.0,0.0,911.0,0.0,0.0,6.815639990074331,0.3333333333333333,0.0,0.5416666666666666,0.0,0.20833333333333334,0.6931471805599453,0.4166666666666667,0.0,0.5416666666666666,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.36875,low,0.40625,2011.0
2011,manipur,chandel,1.0,0.0,911.0,0.0,1.0,6.815639990074331,0.3333333333333333,0.0,0.5416666666666666,0.6931471805599453,0.375,0.6931471805599453,0.4583333333333333,0.0,0.5416666666666666,911.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.40625,medium,0.40208333333333335,2012.0
2012,manipur,chandel,2.0,0.0,911.0,0.0,2.0,6.815639990074331,0.3333333333333333,0.0,0.5416666666666666,1.0986122886681098,0.375,1.0986122886681098,0.4166666666666667,0.0,0.5416666666666666,911.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.40208333333333335,medium,0.34375,2013.0
2013,manipur,chandel,1.0,0.0,53.0,0.0,3.0,3.9889840465642745,0.25,0.0,0.5416666666666666,1.3862943611198906,0.2916666666666667,0.6931471805599453,0.375,0.0,0.5416666666666666,911.0,-0.9418221734357849,1.0,2.0,0.5,1.0,2.0,-0.5,1.0,0.0,0.0,1.0,0.34375,low,0.35000000000000003,2014.0
2014,manipur,chandel,0.0,0.0,70.0,0.0,1.0,4.2626798770413155,0.2727272727272727,0.0,0.5454545454545454,0.6931471805599453,0.18181818181818182,0.0,0.5454545454545454,0.0,0.5454545454545454,53.0,0.32075471698113206,1.0,3.0,-0.6666666666666666,1.0,1.0,-1.0,1.0,0.0,0.0,1.0,0.35000000000000003,low,0.3171052631578948,2020.0
2020,manipur,chandel,2.0,0.0,23.0,26.0,2.0,3.1780538303479458,0.2631578947368421,3.295836866004329,0.42105263157894735,1.0986122886681098,0.3157894736842105,1.0986122886681098,0.42105263157894735,0.0,0.34210526315789475,70.0,-0.6714285714285714,6.0,1.0,1.0,6.0,0.0,0.0,6.0,0.0,0.0,6.0,0.3171052631578948,low,0.4592105263157895,2022.0
2022,manipur,chandel,2.0,0.0,35.0,22.0,1.0,3.58351893845611,0.5789473684210527,3.1354942159291497,0.3684210526315789,0.6931471805599453,0.2631578947368421,1.0986122886681098,0.42105263157894735,0.0,0.4473684210526316,23.0,0.5217391304347826,2.0,2.0,-0.5,2.0,2.0,0.0,2.0,0.0,0.0,2.0,0.4592105263157895,medium,0.5368421052631579,2023.0
2023,manipur,chandel,2.0,0.0,69.0,27.0,4.0,4.248495242049359,0.5263157894736842,3.332204510175204,0.5263157894736842,1.6094379124341003,0.631578947368421,1.0986122886681098,0.5789473684210527,0.0,0.42105263157894735,35.0,0.9714285714285714,1.0,1.0,3.0,1.0,2.0,0.0,1.0,0.0,0.0,1.0,0.5368421052631579,medium,0.3223684210526316,2024.0
2024,manipur,chandel,1.0,0.0,16.0,14.0,1.0,2.833213344056216,0.2631578947368421,2.70805020110221,0.3684210526315789,0.6931471805599453,0.34210526315789475,0.6931471805599453,0.3157894736842105,0.0,0.4473684210526316,69.0,-0.7681159420289855,1.0,4.0,-0.75,1.0,2.0,-0.5,1.0,0.0,0.0,1.0,0.3223684210526316,low,,
2010,manipur,churachandpur,2.0,0.0,1553.0,0.0,1.0,7.348587530927593,0.4166666666666667,0.0,0.5416666666666666,0.6931471805599453,0.4583333333333333,1.0986122886681098,0.5416666666666666,0.0,0.5416666666666666,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.46875,medium,0.4854166666666667,2011.0
2011,manipur,churachandpur,1.0,0.0,1553.0,0.0,4.0,7.348587530927593,0.4166666666666667,0.0,0.5416666666666666,1.6094379124341003,0.5833333333333334,0.6931471805599453,0.4583333333333333,0.0,0.5416666666666666,1553.0,0.0,1.0,1.0,3.0,1.0,2.0,-0.5,1.0,0.0,0.0,1.0,0.4854166666666667,medium,0.4770833333333333,2012.0
2012,manipur,churachandpur,3.0,0.0,1553.0,0.0,4.0,7.348587530927593,0.4166666666666667,0.0,0.5416666666666666,1.6094379124341003,0.5,1.3862943611198906,0.5416666666666666,0.0,0.5416666666666666,1553.0,0.0,1.0,4.0,0.0,1.0,1.0,2.0,1.0,0.0,0.0,1.0,0.4770833333333333,medium,0.5104166666666666,2013.0
2013,manipur,churachandpur,2.0,0.0,106.0,0.0,5.0,4.672828834461906,0.5,0.0,0.5416666666666666,1.791759469228055,0.5,1.0986122886681098,0.5,0.0,0.5416666666666666,1553.0,-0.9317450096587251,1.0,4.0,0.25,1.0,3.0,-0.3333333333333333,1.0,0.0,0.0,1.0,0.5104166666666666,medium,0.5454545454545454,2014.0
2014,manipur,churachandpur,0.0,0.0,130.0,0.0,15.0,4.875197323201151,0.5454545454545454,0.0,0.5454545454545454,2.772588722239781,0.5454545454545454,0.0,0.5454545454545454,0.0,0.5454545454545454,106.0,0.22641509433962265,1.0,5.0,2.0,1.0,2.0,-1.0,1.0,0.0,0.0,1.0,0.5454545454545454,medium,0.6144736842105263,2020.0
2020,manipur,churachandpur,5.0,0.0,87.0,51.0,9.0,4.477336814478207,0.6842105263157895,3.9512437185814275,0.6842105263157895,2.302585092994046,0.631578947368421,1.791759469228055,0.6052631578947368,0.0,0.34210526315789475,130.0,-0.33076923076923076,6.0,15.0,-0.4,6.0,0.0,0.0,6.0,0.0,0.0,6.0,0.6144736842105263,medium,0.643421052631579,2022.0
2022,manipur,churachandpur,11.0,0.0,174.0,60.0,10.0,5.1647859739235145,0.6842105263157895,4.110873864173311,0.631578947368421,2.3978952727983707,0.631578947368421,2.4849066497880004,0.7894736842105263,0.0,0.4473684210526316,87.0,1.0,2.0,9.0,0.1111111111111111,2.0,5.0,1.2,2.0,0.0,0.0,2.0,0.643421052631579,medium,0.5631578947368421,2023.0
2023,manipur,churachandpur,1.0,0.0,3223.0,39.0,0.0,8.07837810362652,0.8421052631578947,3.6888794541139363,0.5789473684210527,0.0,0.13157894736842105,0.6931471805599453,0.3684210526315789,0.0,0.42105263157894735,174.0,17.522988505747126,1.0,10.0,-1.0,1.0,11.0,-0.9090909090909091,1.0,0.0,0.0,1.0,0.5631578947368421,medium,0.6276315789473684,2024.0
2024,manipur,churachandpur,5.0,0.0,310.0,17.0,5.0,5.739792912179234,0.7368421052631579,2.8903717578961645,0.5,1.791759469228055,0.5789473684210527,1.791759469228055,0.631578947368421,0.0,0.4473684210526316,3223.0,-0.9038163201985727,1.0,0.0,0.0,1.0,1.0,4.0,1.0,0.0,0.0,1.0,0.6276315789473684,medium,,
2010,manipur,cid,0.0,0.0,9.0,0.0,0.0,2.302585092994046,0.08333333333333333,0.0,0.5416666666666666,0.0,0.20833333333333334,0.0,0.20833333333333334,0.0,0.5416666666666666,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.23541666666666666,low,0.21458333333333332,2011.0
2011,manipur,cid,0.0,0.0,9.0,0.0,0.0,2.302585092994046,0.08333333333333333,0.0,0.5416666666666666,0.0,0.125,0.0,0.16666666666666666,0.0,0.5416666666666666,9.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.21458333333333332,low,0.21875,2012.0
2012,manipur,cid,0.0,0.0,9.0,0.0,0.0,2.302585092994046,0.08333333333333333,0.0,0.5416666666666666,0.0,0.125,0.0,0.20833333333333334,0.0,0.5416666666666666,9.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.21875,low,0.2333333333333333,2013.0
2013,manipur,cid,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.5416666666666666,0.0,0.125,0.0,0.16666666666666666,0.0,0.5416666666666666,9.0,-1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.2333333333333333,low,0.6078947368421054,2020.0
2020,manipur,cid,1.0,54.0,51.0,3.0,30.0,3.9512437185814275,0.5789473684210527,1.3862943611198906,0.15789473684210525,3.4339872044851463,0.7894736842105263,0.6931471805599453,0.3157894736842105,4.007333185232471,0.9473684210526315,0.0,0.0,7.0,0.0,0.0,7.0,0.0,0.0,7.0,0.0,0.0,7.0,0.6078947368421054,medium,0.5394736842105264,2022.0
2022,manipur,cid,0.0,15.0,34.0,0.0,12.0,3.5553480614894135,0.5263157894736842,0.0,0.07894736842105263,2.5649493574615367,0.6842105263157895,0.0,0.15789473684210525,2.772588722239781,0.9473684210526315,51.0,-0.3333333333333333,2.0,30.0,-0.6,2.0,1.0,-1.0,2.0,54.0,-0.7222222222222222,2.0,0.5394736842105264,medium,0.43421052631578944,2023.0
2023,manipur,cid,0.0,0.0,44.0,0.0,5.0,3.8066624897703196,0.47368421052631576,0.0,0.07894736842105263,1.791759469228055,0.6842105263157895,0.0,0.13157894736842105,0.0,0.42105263157894735,34.0,0.29411764705882354,1.0,12.0,-0.5833333333333334,1.0,0.0,0.0,1.0,15.0,-1.0,1.0,0.43421052631578944,medium,0.5499999999999999,2024.0
2024,manipur,cid,4.0,4.0,44.0,4.0,5.0,3.8066624897703196,0.47368421052631576,1.6094379124341003,0.21052631578947367,1.791759469228055,0.5789473684210527,1.6094379124341003,0.5789473684210527,1.6094379124341003,0.9473684210526315,44.0,0.0,1.0,5.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.5499999999999999,medium,,
2010,manipur,imphal,0.0,0.0,7322.0,0.0,0.0,8.89877535906107,0.8333333333333334,0.0,0.5416666666666666,0.0,0.20833333333333334,0.0,0.20833333333333334,0.0,0.5416666666666666,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.5729166666666667,medium,0.5520833333333334,2011.0
2011,manipur,imphal,0.0,0.0,7322.0,0.0,0.0,8.89877535906107,0.8333333333333334,0.0,0.5416666666666666,0.0,0.125,0.0,0.16666666666666666,0.0,0.5416666666666666,7322.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.5520833333333334,medium,0.55625,2012.0
2012,manipur,imphal,0.0,0.0,7322.0,0.0,0.0,8.89877535906107,0.8333333333333334,0.0,0.5416666666666666,0.0,0.125,0.0,0.20833333333333334,0.0,0.5416666666666666,7322.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.55625,medium,,
2010,manipur,imphal east,13.0,0.0,4176.0,0.0,36.0,8.337348564497175,0.6666666666666666,0.0,0.5416666666666666,3.6109179126442243,0.75,2.6390573296152584,0.75,0.0,0.5416666666666666,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.6604166666666667,medium,0.6687500000000001,2011.0
2011,manipur,imphal east,23.0,0.0,4176.0,0.0,54.0,8.337348564497175,0.6666666666666666,0.0,0.5416666666666666,4.007333185232471,0.75,3.1780538303479458,0.8333333333333334,0.0,0.5416666666666666,4176.0,0.0,1.0,36.0,0.5,1.0,13.0,0.7692307692307693,1.0,0.0,0.0,1.0,0.6687500000000001,medium,0.6687500000000001,2012.0
